OaSIS profile code,Workplace/employer name,Profile name
31101.04,Hospitals,Urologists
31101.05,Hospitals,Other specialists in surgery
31102.00,Clinics,General practitioners and family physicians
31102.00,Hospitals,General practitioners and family physicians
31102.00,Private practice,General practitioners and family physicians
31103.00,Animal clinics,Veterinarians
31103.00,Farms,Veterinarians
31103.00,Governments,Veterinarians
31103.00,Industry,Veterinarians
31103.00,Laboratories,Veterinarians
31103.00,Private practice,Veterinarians
31110.01,Clinics,"Dentists, General"
31110.01,Hospitals,"Dentists, General"
31110.01,Private practice,"Dentists, General"
31110.01,Public health facilities,"Dentists, General"
31110.01,Universities,"Dentists, General"
31110.02,Hospitals,Oral and Maxillofacial Surgeons
31110.02,Private practice,Oral and Maxillofacial Surgeons
31110.02,Public health facilities,Oral and Maxillofacial Surgeons
31110.02,Universities,Oral and Maxillofacial Surgeons
31110.03,Hospitals,Orthodontists
31110.03,Private practice,Orthodontists
31110.03,Public health facilities,Orthodontists
31110.03,Universities,Orthodontists
31110.04,Hospitals,Prosthodontists
31110.04,Private practice,Prosthodontists
31110.04,Public health facilities,Prosthodontists
31110.04,Universities,Prosthodontists
31111.00,Clinics,Optometrists
31111.00,Community and public health centres,Optometrists
31111.00,Private practice,Optometrists
31112.01,Community and public health centres,Audiologists
31112.01,Day clinics,Audiologists
31112.01,Education institutions,Audiologists
31112.01,Extended care facilities,Audiologists
31112.01,Hospitals,Audiologists
31112.01,Private practice,Audiologists
31112.01,Rehabilitation centres,Audiologists
31112.02,Community and public health centres,Speech language pathologists
31112.02,Day clinics,Speech language pathologists
31112.02,Education institutions,Speech language pathologists
31112.02,Extended care facilities,Speech language pathologists
31112.02,Hospitals,Speech language pathologists
31112.02,Private practice,Speech language pathologists
31112.02,Rehabilitation centres,Speech language pathologists
31120.01,Health centre pharmacies,Community pharmacists and hospital pharmacists
31120.01,Retail centre pharmacies,Community pharmacists and hospital pharmacists
31120.01,Self-employed,Community pharmacists and hospital pharmacists
31120.02,Government departments and agencies,Industrial pharmacists
31120.02,Pharmaceutical manufacturers,Industrial pharmacists
31121.00,Community and public health centres,Dietitians and nutritionists
31121.00,Education institutions,Dietitians and nutritionists
31121.00,Extended care facilities,Dietitians and nutritionists
31121.00,Food and beverage industry,Dietitians and nutritionists
31121.00,Governments,Dietitians and nutritionists
31121.00,Home health-care agencies,Dietitians and nutritionists
31121.00,Hospitals,Dietitians and nutritionists
31121.00,Self-employed,Dietitians and nutritionists
31121.00,Sports organizations,Dietitians and nutritionists
31200.00,Businesses,Psychologists
31200.00,Clinics,Psychologists
31200.00,Community service organizations,Psychologists
31200.00,Correctional facilities,Psychologists
31200.00,Government agencies,Psychologists
31200.00,Hospitals,Psychologists
31200.00,Mental health facilities,Psychologists
31200.00,Private practice,Psychologists
31200.00,Private research agencies,Psychologists
31200.00,Rehabilitation centres,Psychologists
31200.00,Schools,Psychologists
31200.00,Universities,Psychologists
31201.00,Clinics,Chiropractors
31201.00,Private practice,Chiropractors
31202.00,Clinics,Physiotherapists
31202.00,Extended care facilities,Physiotherapists
31202.00,Hospitals,Physiotherapists
31202.00,Industries,Physiotherapists
31202.00,Private practice,Physiotherapists
31202.00,Rehabilitation centres,Physiotherapists
31202.00,Sports organizations,Physiotherapists
31203.00,Health care facilities,Occupational therapists
31203.00,Private and social services agencies,Occupational therapists
31203.00,Schools,Occupational therapists
31203.00,Self-employed,Occupational therapists
31204.01,Clinics,Recreational therapists
31204.01,Education institutions,Recreational therapists
31204.01,Extended care facilities,Recreational therapists
31204.01,Hospitals,Recreational therapists
31204.01,Industry,Recreational therapists
31204.01,Nursing homes,Recreational therapists
31204.01,Private practice,Recreational therapists
31204.01,Recreational facilities,Recreational therapists
31204.01,Rehabilitation centres,Recreational therapists
31204.01,Sports organizations,Recreational therapists
31204.02,Clinics,Kinesiologists and exercise therapists
31204.02,Education institutions,Kinesiologists and exercise therapists
31204.02,Extended care facilities,Kinesiologists and exercise therapists
31204.02,Hospitals,Kinesiologists and exercise therapists
31204.02,Industry,Kinesiologists and exercise therapists
31204.02,Nursing homes,Kinesiologists and exercise therapists
31204.02,Private practices,Kinesiologists and exercise therapists
31204.02,Recreational centres,Kinesiologists and exercise therapists
31204.02,Rehabilitation centres,Kinesiologists and exercise therapists
31204.02,Sports organizations,Kinesiologists and exercise therapists
31209.01,Clinics,Doctors of Podiatric Medicine
31209.01,Hospitals,Doctors of Podiatric Medicine
31209.01,Private practice,Doctors of Podiatric Medicine
31209.02,Clinics,Chiropodists and diploma or first-degree trained podiatrists
31209.02,Community health centres,Chiropodists and diploma or first-degree trained podiatrists
31209.02,Hospitals,Chiropodists and diploma or first-degree trained podiatrists
31209.02,Private practice,Chiropodists and diploma or first-degree trained podiatrists
31209.03,Clinics,Doctors of naturopathics medicine
31209.03,Hospitals,Doctors of naturopathics medicine
31209.03,Radio stations,Doctors of naturopathics medicine
31209.04,Clinics,Doctors of osteopathic medicine
31209.04,Hospitals,Doctors of osteopathic medicine
31209.04,Private practice,Doctors of osteopathic medicine
31300.00,Clinics,Nursing coordinators and supervisors
31300.00,Hospitals,Nursing coordinators and supervisors
31300.00,Nursing agencies,Nursing coordinators and supervisors
31300.00,Nursing homes,Nursing coordinators and supervisors
31301.01,Clinics,General duty registered nurses
31301.01,Community agencies,General duty registered nurses
31301.01,Companies,General duty registered nurses
31301.01,Doctors' offices,General duty registered nurses
31301.01,Extended care facilities,General duty registered nurses
31301.01,Hospitals,General duty registered nurses
31301.01,Nursing homes,General duty registered nurses
31301.01,Private homes,General duty registered nurses
31301.01,Public and private organizations,General duty registered nurses
31301.01,Rehabilitation centres,General duty registered nurses
31301.01,Self-employed,General duty registered nurses
31301.02,Clinics,Occupational health nurses
31301.02,Community agencies,Occupational health nurses
31301.02,Companies,Occupational health nurses
31301.02,Doctors' offices,Occupational health nurses
31301.02,Extended care facilities,Occupational health nurses
31301.02,Hospitals,Occupational health nurses
31301.02,Nursing homes,Occupational health nurses
31301.02,Public and private organizations,Occupational health nurses
31301.02,Rehabilitation centres,Occupational health nurses
31301.02,Self-employed,Occupational health nurses
31301.03,Clinics,Community Health Nurses
31301.03,Community agencies,Community Health Nurses
31301.03,Companies,Community Health Nurses
31301.03,Doctors' offices,Community Health Nurses
31301.03,Extended care facilities,Community Health Nurses
31301.03,Hospitals,Community Health Nurses
31301.03,Nursing homes,Community Health Nurses
31301.03,Private homes,Community Health Nurses
31301.03,Public and private organizations,Community Health Nurses
31301.03,Rehabilitation centres,Community Health Nurses
31301.03,Self-employed,Community Health Nurses
31301.04,Clinics,Registered psychiatric nurses
31301.04,Community agencies,Registered psychiatric nurses
31301.04,Companies,Registered psychiatric nurses
31301.04,Doctors' offices,Registered psychiatric nurses
31301.04,Extended care facilities,Registered psychiatric nurses
31301.04,Hospitals,Registered psychiatric nurses
31301.04,Nursing homes,Registered psychiatric nurses
31301.04,Private homes,Registered psychiatric nurses
31301.04,Public and private organizations,Registered psychiatric nurses
31301.04,Rehabilitation centres,Registered psychiatric nurses
31301.04,Self-employed,Registered psychiatric nurses
31301.05,Clinics,Nursing researchers and consultants
31301.05,Community agencies,Nursing researchers and consultants
31301.05,Companies,Nursing researchers and consultants
31301.05,Doctors' offices,Nursing researchers and consultants
31301.05,Extended care facilities,Nursing researchers and consultants
31301.05,Hospitals,Nursing researchers and consultants
31301.05,Nursing homes,Nursing researchers and consultants
31301.05,Private homes,Nursing researchers and consultants
31301.05,Public and private organizations,Nursing researchers and consultants
31301.05,Rehabilitation centres,Nursing researchers and consultants
31301.05,Self-employed,Nursing researchers and consultants
31301.06,Clinics,Clinical nurses
31301.06,Community agencies,Clinical nurses
31301.06,Companies,Clinical nurses
31301.06,Doctors' offices,Clinical nurses
31301.06,Extended care facilities,Clinical nurses
31301.06,Hospitals,Clinical nurses
31301.06,Nursing homes,Clinical nurses
31301.06,Private homes,Clinical nurses
31301.06,Public and private organizations,Clinical nurses
31301.06,Rehabilitation centres,Clinical nurses
31301.06,Self-employed,Clinical nurses
31302.00,Clinics,Nurse practitioners
31302.00,Community health centres,Nurse practitioners
31302.00,Hospitals,Nurse practitioners
31302.00,Rehabilitation centres,Nurse practitioners
31303.01,Clinics,Physician Assistants
31303.01,Hospitals,Physician Assistants
31303.01,"Private practice, including group or team practices",Physician Assistants
31303.02,Birthing centres,Midwives
31303.02,Clinics,Midwives
31303.02,Hospitals,Midwives
31303.02,Private practice,Midwives
31303.03,Clinics,Genetic counsellors
31303.03,Hospitals,Genetic counsellors
31303.03,Private practice,Genetic counsellors
31303.03,Research institutions,Genetic counsellors
31303.04,Clinics,Orthoptists
31303.04,Hospitals,Orthoptists
31303.04,Private practice,Orthoptists
31303.05,Hospitals,Pathologist assistants
31303.05,Universities,Pathologist assistants
32100.00,Optical dispensing departments of retail establishments,Opticians
32100.00,Optical retail outlets,Opticians
32100.00,Self-employed,Opticians
32101.01,Clinics,Licensed practical nurses
32101.01,Community health centres,Licensed practical nurses
32101.01,Companies,Licensed practical nurses
32101.01,Doctors' offices,Licensed practical nurses
32101.01,Extended care facilities,Licensed practical nurses
32101.01,Hospitals,Licensed practical nurses
32101.01,Nursing homes,Licensed practical nurses
32101.01,Private homes,Licensed practical nurses
32101.01,Rehabilitation centres,Licensed practical nurses
32101.02,Hospitals,Operating room technicians
32102.00,Fire departments,Paramedical occupations
32102.00,Government departments and agencies,Paramedical occupations
32102.00,Hospitals,Paramedical occupations
32102.00,Manufacturing firms,Paramedical occupations
32102.00,Mining companies,Paramedical occupations
32102.00,Private ambulance services,Paramedical occupations
32102.00,Private sector companies,Paramedical occupations
32103.01,Extended care facilities,Respiratory therapists
32103.01,Hospitals,Respiratory therapists
32103.01,Public health centres,Respiratory therapists
32103.01,Respiratory home care companies,Respiratory therapists
32103.02,Hospitals,Clinical perfusionists
32103.03,Hospitals,Cardiopulmonary  technologists
32104.00,Animal hospitals,Animal health technologists and veterinary technicians
32104.00,Animal research laboratories,Animal health technologists and veterinary technicians
32104.00,Animal shelters,Animal health technologists and veterinary technicians
32104.00,Governments,Animal health technologists and veterinary technicians
32104.00,Humane societies,Animal health technologists and veterinary technicians
32104.00,Pharmaceutical companies,Animal health technologists and veterinary technicians
32104.00,Veterinary clinics,Animal health technologists and veterinary technicians
32104.00,Zoos,Animal health technologists and veterinary technicians
32109.01,Clinics,Hearing instrument practitioners
32109.01,Education institutions,Hearing instrument practitioners
32109.01,Extended care facilities,Hearing instrument practitioners
32109.01,Hospitals,Hearing instrument practitioners
32109.01,Private practices of audiologists,Hearing instrument practitioners
32109.01,Rehabilitation centres,Hearing instrument practitioners
32109.02,Clinics,Communicative disorders assistants and speech-language pathology assistants
32109.02,Educational institutions,Communicative disorders assistants and speech-language pathology assistants
32109.02,Extended care facilities,Communicative disorders assistants and speech-language pathology assistants
32109.02,Hospitals,Communicative disorders assistants and speech-language pathology assistants
32109.02,Private practices of speech-language pathologists,Communicative disorders assistants and speech-language pathology assistants
32109.02,Rehabilitation centres,Communicative disorders assistants and speech-language pathology assistants
32109.03,Clinics,Ophthalmic technologists and technicians
32109.03,Educational institutions,Ophthalmic technologists and technicians
32109.03,Hospitals,Ophthalmic technologists and technicians
32109.03,Private practices of speech-language pathologists,Ophthalmic technologists and technicians
32109.04,Clinics,Physical Rehabilitation therapists
32109.04,Community health centres,Physical Rehabilitation therapists
32109.04,Educational institutions,Physical Rehabilitation therapists
32109.04,Extended care facilities,Physical Rehabilitation therapists
32109.04,Hospitals,Physical Rehabilitation therapists
32109.04,Private practices,Physical Rehabilitation therapists
32109.04,Rehabilitation centres,Physical Rehabilitation therapists
32109.05,Clinics,Physiotherapy assistants and occupational therapy assistants
32109.05,Educational institutions,Physiotherapy assistants and occupational therapy assistants
32109.05,Extended care facilities,Physiotherapy assistants and occupational therapy assistants
32109.05,Hospitals,Physiotherapy assistants and occupational therapy assistants
32109.05,Private practices of physiotherapists,Physiotherapy assistants and occupational therapy assistants
32109.05,Rehabilitation centres,Physiotherapy assistants and occupational therapy assistants
32110.00,Private practices,Denturists
32111.01,Clinics,Dental hygienists
32111.01,Dentists' offices,Dental hygienists
32111.01,Educational institutions,Dental hygienists
32111.01,Government agencies,Dental hygienists
32111.01,Hospitals,Dental hygienists
32111.01,Private industry,Dental hygienists
32111.02,Federal government dental service establishment,Dental therapists
32111.02,Provincial or territorial government dental service establishment,Dental therapists
32112.00,Dental laboratories,Dental technologists and technicians
32120.00,Blood banks,Medical laboratory technologists
32120.00,Community clinics,Medical laboratory technologists
32120.00,Hospitals,Medical laboratory technologists
32120.00,Medical laboratories,Medical laboratory technologists
32120.00,Post-secondary educational institutions,Medical laboratory technologists
32120.00,Private clinics,Medical laboratory technologists
32120.00,Research institutions,Medical laboratory technologists
32121.01,Cancer treatment centres,Radiological technologists
32121.01,Clinics,Radiological technologists
32121.01,Colleges and universities,Radiological technologists
32121.01,Hospitals,Radiological technologists
32121.01,Radiological laboratories,Radiological technologists
32121.02,Cancer treatment centres,Nuclear medicine technologists
32121.02,Clinics,Nuclear medicine technologists
32121.02,Colleges and universities,Nuclear medicine technologists
32121.02,Hospitals,Nuclear medicine technologists
32121.02,Radiological laboratories,Nuclear medicine technologists
32121.03,Cancer treatment centres,Radiation therapists
32121.03,Clinics,Radiation therapists
32121.03,Colleges and universities,Radiation therapists
32121.03,Hospitals,Radiation therapists
32121.03,Radiological laboratories,Radiation therapists
32121.04,Cancer treatment centres,Magnetic Resonance Technologist
32121.04,Clinics,Magnetic Resonance Technologist
32121.04,Colleges and universities,Magnetic Resonance Technologist
32121.04,Hospitals,Magnetic Resonance Technologist
32121.04,Radiological laboratories,Magnetic Resonance Technologist
32122.00,Clinics,Medical sonographers
32122.00,Hospitals,Medical sonographers
32123.01,Clinics,Cardiology technologists
32123.01,Hospitals,Cardiology technologists
32123.01,Medical laboratories,Cardiology technologists
32123.02,Clinics,Electrophysiological technologists
32123.02,Hospitals,Electrophysiological technologists
32123.02,Medical laboratories,Electrophysiological technologists
32124.00,Hospital pharmacies,Pharmacy technicians
32124.00,Long-term care facilities,Pharmacy technicians
32124.00,Pharmaceutical manufacturers,Pharmacy technicians
32124.00,Retail pharmacies,Pharmacy technicians
32129.01,Cafeterias,Dietary technicians
32129.01,Extended care facilities,Dietary technicians
32129.01,Fast-food outlets,Dietary technicians
32129.01,Hospitals,Dietary technicians
32129.01,Nursing homes,Dietary technicians
32129.01,Schools,Dietary technicians
32129.02,Custom ocular prosthetic laboratories,Ocularists
32129.02,Self-employment,Ocularists
32129.03,Clinics,Prosthetists and orthotists
32129.03,Hospitals,Prosthetists and orthotists
32129.03,Prosthetic device manufacturing companies,Prosthetists and orthotists
32129.03,Prosthetics and orthotics laboratories,Prosthetists and orthotists
32129.03,Self-employment,Prosthetists and orthotists
32129.04,Clinics,Prosthetic and orthotic technicians
32129.04,Hospitals,Prosthetic and orthotic technicians
32129.04,Prosthetic device manufacturing companies,Prosthetic and orthotic technicians
32129.04,Prosthetics and orthotics laboratories,Prosthetic and orthotic technicians
32129.04,Self-employment,Prosthetic and orthotic technicians
32200.01,Clinics,Traditional Chinese medicine practitioners
32200.01,Private practices,Traditional Chinese medicine practitioners
32200.02,Clinics,Acupuncturists
32200.02,Private practices,Acupuncturists
32201.00,Clinics,Massage therapists
32201.00,Educational institutions,Massage therapists
32201.00,Extended care facilities,Massage therapists
32201.00,Hospitals,Massage therapists
32201.00,Private practices,Massage therapists
32201.00,Rehabilitation centres,Massage therapists
32209.01,Clinics,Herbalists
32209.01,Private practices,Herbalists
32209.02,Clinics,Osteopathic manual practitioners
32209.02,Health clubs,Osteopathic manual practitioners
32209.02,Private practices,Osteopathic manual practitioners
32209.02,Spas,Osteopathic manual practitioners
32209.03,Clinics,Homeopaths
32209.03,Private practices,Homeopaths
32209.04,Clinics,Reflexologists
32209.04,Health clubs,Reflexologists
32209.04,Private practices,Reflexologists
32209.04,Spas,Reflexologists
32209.05,Clinics,Holistic nutritionists
32209.05,Health clubs,Holistic nutritionists
32209.05,Private practices,Holistic nutritionists
32209.05,Spas,Holistic nutritionists
32209.06,Clinics,Naturotherapists
32209.06,Health clubs,Naturotherapists
32209.06,Private practices,Naturotherapists
32209.06,Spas,Naturotherapists
33100.01,Clinics,Dental assistants
33100.01,Community health centres,Dental assistants
33100.01,Dentists' offices,Dental assistants
33100.01,Education institutions,Dental assistants
33100.02,Dental laboratories,Dental Laboratory Assistants
33101.00,Clinics,Medical laboratory assistants and related technical occupations
33101.00,Government research laboratories,Medical laboratory assistants and related technical occupations
33101.00,Hospitals,Medical laboratory assistants and related technical occupations
33101.00,Medical laboratories,Medical laboratory assistants and related technical occupations
33101.00,Post-secondary educational institutions,Medical laboratory assistants and related technical occupations
33101.00,Research facilities,Medical laboratory assistants and related technical occupations
33102.00,Assisted care facilities for the elderly,"Nurse aides, orderlies and patient service associates"
33102.00,Health care establishments,"Nurse aides, orderlies and patient service associates"
33102.00,Hospitals,"Nurse aides, orderlies and patient service associates"
33102.00,Nursing homes,"Nurse aides, orderlies and patient service associates"
33103.00,Hospitals,Pharmacy technical assistants and pharmacy assistants
33103.00,Medical clinics,Pharmacy technical assistants and pharmacy assistants
33103.00,Pharmacies,Pharmacy technical assistants and pharmacy assistants
33109.01,Clinics,Audiometric technicians
33109.01,Education institutions,Audiometric technicians
33109.01,Extended care facilities,Audiometric technicians
33109.01,Hospitals,Audiometric technicians
33109.01,Private practices of audiologists,Audiometric technicians
33109.01,Rehabilitation centres,Audiometric technicians
33109.02,Hospitals,Orthopedic technologists
33109.02,Medical clinics,Orthopedic technologists
33109.03,Clinics,Rehabilitation aides
33109.03,Hospitals,Rehabilitation aides
33109.03,Offices of health care professionals,Rehabilitation aides
33109.04,Optical retail stores and laboratories,Ophthalmic assistants
33109.04,Optometrists' offices,Ophthalmic assistants
33109.05,Optical retail stores and laboratories,Optical/ophthalmic laboratory technicians and assistants
33109.05,Optometrists' offices,Optical/ophthalmic laboratory technicians and assistants
33109.06,Hospitals,Sterile processing technicians
33109.06,Medical clinics,Sterile processing technicians
33109.07,Blood donor clinics,Blood donor clinic assistants
33109.07,Hospitals,Blood donor clinic assistants
33109.07,Medical clinics,Blood donor clinic assistants
33109.08,Hospitals,Morgue attendants
33109.08,Medical pathology laboratories,Morgue attendants
33109.08,Morgues,Morgue attendants
40010.00,All levels of government,Government managers - health and social policy development and program administration
40011.00,All levels of government,"Government managers - economic analysis, policy development and program administration"
40012.00,All levels of government,Government managers - education policy development and program administration
40019.00,All levels of government,Other managers in public administration
40020.01,Colleges,Faculty administrators
40020.01,Universities,Faculty administrators
40020.02,Colleges,Registrars
40020.02,Universities,Registrars
40020.03,Private vocational schools,Administrator of vocational training schools
40021.01,Private and public schools,School principals
40021.02,School boards,Administrators of elementary and secondary education
40030.00,Community agencies,"Managers in social, community and correctional services"
40030.00,Correctional institutions,"Managers in social, community and correctional services"
40030.00,Counselling departments,"Managers in social, community and correctional services"
40030.00,Labour organizations,"Managers in social, community and correctional services"
40030.00,Non-governmental organizations,"Managers in social, community and correctional services"
40030.00,Political parties,"Managers in social, community and correctional services"
40030.00,Professional associations,"Managers in social, community and correctional services"
40030.00,Social service agencies,"Managers in social, community and correctional services"
40040.00,All levels of government,Commissioned police officers and related occupations in public protection services
40041.00,Federal government,Fire chiefs and senior firefighting officers
40041.00,Industrial establishments with firefighting services,Fire chiefs and senior firefighting officers
40041.00,Municipal governments,Fire chiefs and senior firefighting officers
40042.00,Armed forces,Commissioned officers of the Canadian Armed Forces
41100.00,Federal government,Judges
41100.00,Provincial government,Judges
41101.00,Business establishments,Lawyers and Quebec notaries
41101.00,Federal government,Lawyers and Quebec notaries
41101.00,Law firms,Lawyers and Quebec notaries
41101.00,Municipal governments,Lawyers and Quebec notaries
41101.00,Notary offices,Lawyers and Quebec notaries
41101.00,Prosecutor's offices,Lawyers and Quebec notaries
41101.00,Provincial government,Lawyers and Quebec notaries
41101.00,Self-employed,Lawyers and Quebec notaries
41200.00,Colleges and universities,University professors and lecturers
41201.01,CEGEPs,Post-secondary teaching assistants
41201.01,Colleges,Post-secondary teaching assistants
41201.01,Universities,Post-secondary teaching assistants
41201.02,CEGEPs,Post-secondary research assistants
41201.02,Colleges,Post-secondary research assistants
41201.02,Universities,Post-secondary research assistants
41210.00,Agricultural colleges,College and other vocational instructors
41210.00,CEGEPs,College and other vocational instructors
41210.00,Community agencies,College and other vocational instructors
41210.00,Community colleges,College and other vocational instructors
41210.00,Companies,College and other vocational instructors
41210.00,Language schools,College and other vocational instructors
41210.00,Private training establishments,College and other vocational instructors
41210.00,Technical institutes,College and other vocational instructors
41210.00,Vocational schools,College and other vocational instructors
41220.00,Private secondary schools,Secondary school teachers
41220.00,Public secondary schools,Secondary school teachers
41221.00,Private elementary schools,Elementary school and kindergarten teachers
41221.00,Public elementary schools,Elementary school and kindergarten teachers
41300.00,Aboriginal band councils,Social workers
41300.00,Child welfare organizations,Social workers
41300.00,Community agencies,Social workers
41300.00,Correctional facilities,Social workers
41300.00,Employee assistance programs,Social workers
41300.00,Hospitals,Social workers
41300.00,Private practice,Social workers
41300.00,School boards,Social workers
41300.00,Social service agencies,Social workers
41301.00,Counselling centres,Therapists in counselling and related specialized therapies
41301.00,Family therapy centres,Therapists in counselling and related specialized therapies
41301.00,Government agencies,Therapists in counselling and related specialized therapies
41301.00,Group homes,Therapists in counselling and related specialized therapies
41301.00,Health care and rehabilitation clinics,Therapists in counselling and related specialized therapies
41301.00,Hospitals,Therapists in counselling and related specialized therapies
41301.00,Radio stations,Therapists in counselling and related specialized therapies
41301.00,Social service agencies,Therapists in counselling and related specialized therapies
41302.00,Churches,Religious leaders
41302.00,"Institutions such as schools, hospitals and prisons",Religious leaders
41302.00,Places of worship,Religious leaders
41302.00,Synagogues,Religious leaders
41302.00,Temples,Religious leaders
41310.01,Federal government,Police investigators
41310.01,Municipal governments,Police investigators
41310.01,Provincial governments,Police investigators
41310.02,Federal government,Coroners and medical examiners
41310.02,Municipal governments,Coroners and medical examiners
41310.02,Provincial governments,Coroners and medical examiners
41311.00,Community and correctional facilities,Probation and parole officers
41311.00,Federal government departments,Probation and parole officers
41311.00,Provincial government departments,Probation and parole officers
41320.00,Post-secondary educational institutions,Educational counsellors
41320.00,School boards,Educational counsellors
41321.00,Consulting firms,Career development practitioners and career counsellors (except education)
41321.00,Correctional facilities,Career development practitioners and career counsellors (except education)
41321.00,Employment service organizations,Career development practitioners and career counsellors (except education)
41321.00,Federal and provincial governments,Career development practitioners and career counsellors (except education)
41321.00,Human resource departments of establishments,Career development practitioners and career counsellors (except education)
41400.01,Computer manufacturers,Ergonomists
41400.01,Consulting firms,Ergonomists
41400.01,Education institutions,Ergonomists
41400.01,Environmental and conservation organizations,Ergonomists
41400.01,Federal government,Ergonomists
41400.01,Municipal governments,Ergonomists
41400.01,Office furniture manufacturers,Ergonomists
41400.01,Provincial governments,Ergonomists
41400.01,Research organizations,Ergonomists
41400.01,Self-employment,Ergonomists
41400.02,Computer manufacturers,Occupational or industrial hygienists
41400.02,Consulting firms,Occupational or industrial hygienists
41400.02,Education institutions,Occupational or industrial hygienists
41400.02,Environmental and conservation organizations,Occupational or industrial hygienists
41400.02,Federal government,Occupational or industrial hygienists
41400.02,Municipal governments,Occupational or industrial hygienists
41400.02,Office furniture manufacturers,Occupational or industrial hygienists
41400.02,Provincial governments,Occupational or industrial hygienists
41400.02,Research organizations,Occupational or industrial hygienists
41400.02,Self-employment,Occupational or industrial hygienists
41400.03,Consulting firms,Patent agents
41400.03,Federal government,Patent agents
41400.03,Municipal governments,Patent agents
41400.03,Provincial governments,Patent agents
41400.03,Research organizations,Patent agents
41400.03,Self-employment,Patent agents
41400.04,Computer manufacturers,Science policy and program officers
41400.04,Consulting firms,Science policy and program officers
41400.04,Education institutions,Science policy and program officers
41400.04,Environmental and conservation organizations,Science policy and program officers
41400.04,Federal government,Science policy and program officers
41400.04,Municipal governments,Science policy and program officers
41400.04,Provincial governments,Science policy and program officers
41400.04,Research organizations,Science policy and program officers
41400.04,Self-employment,Science policy and program officers
41400.05,Computer manufacturers,Technology transfer officers
41400.05,Consulting firms,Technology transfer officers
41400.05,Education institutions,Technology transfer officers
41400.05,Environmental and conservation organizations,Technology transfer officers
41400.05,Federal government,Technology transfer officers
41400.05,Municipal governments,Technology transfer officers
41400.05,Provincial governments,Technology transfer officers
41400.05,Research organizations,Technology transfer officers
41400.05,Self-employment,Technology transfer officers
41401.00,Associations,Economists and economic policy researchers and analysts
41401.00,Banks,Economists and economic policy researchers and analysts
41401.00,Government departments and agencies,Economists and economic policy researchers and analysts
41401.00,Investment firms,Economists and economic policy researchers and analysts
41401.00,Research organizations,Economists and economic policy researchers and analysts
41401.00,Unions,Economists and economic policy researchers and analysts
41402.00,Business associations,Business development officers and market researchers and analysts
41402.00,Government departments,Business development officers and market researchers and analysts
41402.00,International organizations,Business development officers and market researchers and analysts
41402.00,Marketing firms,Business development officers and market researchers and analysts
41402.00,Self-employment,Business development officers and market researchers and analysts
41403.01,Consulting firms,Social policy researchers
41403.01,Educational institutions,Social policy researchers
41403.01,Government departments and agencies,Social policy researchers
41403.01,Industry,Social policy researchers
41403.01,International organizations,Social policy researchers
41403.01,Non-governmental organizations,Social policy researchers
41403.01,Professional associations,Social policy researchers
41403.01,Research institutes,Social policy researchers
41403.01,Self-employment,Social policy researchers
41403.02,Consulting firms,Home economists
41403.02,Education institutions,Home economists
41403.02,Government departments and agencies,Home economists
41403.02,Hospitals,Home economists
41403.02,Industry,Home economists
41403.02,International organizations,Home economists
41403.02,Non-governmental organizations,Home economists
41403.02,Professional associations,Home economists
41403.02,Research institutes,Home economists
41403.02,Self-employment,Home economists
41403.03,Consulting firms,Housing policy analysts
41403.03,Education institutions,Housing policy analysts
41403.03,Government departments and agencies,Housing policy analysts
41403.03,Industry,Housing policy analysts
41403.03,International organizations,Housing policy analysts
41403.03,Non-governmental organizations,Housing policy analysts
41403.03,Professional associations,Housing policy analysts
41403.03,Research institutes,Housing policy analysts
41403.03,Self-employment,Housing policy analysts
41403.04,Consulting firms,Immigration and citizenship consultants
41403.04,Government departments and agencies,Immigration and citizenship consultants
41403.04,International organizations,Immigration and citizenship consultants
41403.04,Non-governmental organizations,Immigration and citizenship consultants
41403.04,Professional associations,Immigration and citizenship consultants
41403.04,Self-employment,Immigration and citizenship consultants
41403.05,Consulting firms,International aid and development project officers
41403.05,Education institutions,International aid and development project officers
41403.05,Government departments and agencies,International aid and development project officers
41403.05,Industry,International aid and development project officers
41403.05,International organizations,International aid and development project officers
41403.05,Non-governmental organizations,International aid and development project officers
41403.05,Professional associations,International aid and development project officers
41403.05,Research institutes,International aid and development project officers
41403.05,Self-employment,International aid and development project officers
41403.06,Consulting firms,Social survey researchers
41403.06,Educational institutions,Social survey researchers
41403.06,Government departments and agencies,Social survey researchers
41403.06,Hospitals,Social survey researchers
41403.06,Industry,Social survey researchers
41403.06,International organizations,Social survey researchers
41403.06,Non-governmental organizations,Social survey researchers
41403.06,Professional associations,Social survey researchers
41403.06,Research institutes,Social survey researchers
41403.06,Self-employment,Social survey researchers
41403.07,Consulting firms,Social service planners
41403.07,Education institutions,Social service planners
41403.07,Government departments and agencies,Social service planners
41403.07,Hospitals,Social service planners
41403.07,Industry,Social service planners
41403.07,International organizations,Social service planners
41403.07,Non-governmental organizations,Social service planners
41403.07,Professional associations,Social service planners
41403.07,Research institutes,Social service planners
41403.07,Self-employment,Social service planners
41404.00,Community agencies,"Health policy researchers, consultants and program officers"
41404.00,Consulting establishments,"Health policy researchers, consultants and program officers"
41404.00,Educational institutions,"Health policy researchers, consultants and program officers"
41404.00,Government departments and agencies,"Health policy researchers, consultants and program officers"
41404.00,Hospitals,"Health policy researchers, consultants and program officers"
