Code SIPeC - Final,Etiquette SIPeC - Final,Comprehension de lecture,Redaction,Numeratie,Litteratie numerique,Communication verbale : ecoute active,Communication verbale : comprehension orale,Communication verbale : expression orale,Pensee critique,Prise de decisions,Evaluation,Strategies d'apprentissage et d'enseignement,Resolution de problemes,Analyse de systemes,Production numerique,Maintenance preventive,Selection des equipements et d'outils,Fonctionnement et controle,Surveillance fonctionnement des equipements et de la machinerie,Test de controle de la qualite,Reparer,Ajustage -- montage,Conception de produit,Depannage,Gestion des ressources financieres,Gestion des ressources materielles,Gestion des ressources humaines,Suivi de performance,Gestion du temps,Coordination,Instruire,Negociation,Persuasion,Perception sociale
52100.02,Techniciens/techniciennes dans les services d'archives publiques,3,2,2,1,2,2,2,2,2,2,2,1,2,0,1,1,1,1,2,0,0,0,1,0,3,2,2,2,2,2,1,1,2
52110,Cadreurs/cadreuses de films et cadreurs/cadreuses vidéo,2,2,2,2,2,3,3,3,3,2,3,3,2,0,2,4,3,3,2,2,2,0,3,0,3,3,2,3,3,2,2,3,3
52111,Techniciens/techniciennes en graphisme,3,2,2,2,3,3,3,3,2,3,3,3,3,0,0,2,3,3,1,0,0,3,0,0,3,2,2,2,3,2,3,3,2
52112,Techniciens/techniciennes en radiotélédiffusion,3,2,3,2,3,3,3,3,2,3,3,3,3,0,3,5,3,4,4,3,3,0,4,0,2,3,3,3,2,2,2,2,2
52113,Techniciens/techniciennes en enregistrement audio et vidéo,3,2,2,2,2,3,3,3,2,3,3,2,3,0,3,3,3,3,3,3,3,4,4,0,3,2,3,2,3,3,2,2,2
52114,Annonceurs/annonceuses et autres communicateurs/communicatrices,3,3,1,2,3,3,4,2,2,2,1,2,2,0,0,1,1,2,1,0,0,0,0,0,0,1,2,3,3,1,2,2,3
52119.01,Régisseurs/régisseures de plateau,2,3,2,2,3,3,3,3,3,3,3,3,3,0,0,0,1,3,2,0,0,0,1,0,3,4,4,4,4,3,3,4,3
52119.02,Chefs machinistes de plateau,2,2,2,1,2,3,3,3,3,3,3,3,3,0,3,3,3,3,4,3,3,2,3,0,3,3,3,4,3,3,2,3,3
52119.03,Chefs électriciens/chefs électriciennes de plateau et éclairagistes,2,2,2,1,2,3,3,3,3,3,3,3,3,0,4,3,3,3,4,3,3,2,4,0,3,2,3,2,3,3,2,3,2
52119.04,Coordonnateurs/coordonnatrices des cascades et truqueurs/truqueuses,2,2,2,1,3,3,3,4,3,3,3,3,3,0,3,3,3,3,4,3,3,3,3,0,3,3,3,2,3,3,3,3,3
52119.05,Maquilleurs/maquilleuses,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,0,1,1,0,0,0,1,0,4,2,2,2,2,2,2,2,3
52119.06,Costumiers/costumières,2,2,1,0,2,2,2,2,2,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,2,1,2,1,2,1,2,2,2
52119.07,Chefs d'atelier de décors et chefs accessoiristes,2,3,3,0,3,3,3,3,3,3,3,3,3,0,2,3,2,2,3,2,1,3,3,2,4,4,3,4,4,3,2,3,3
52120.01,Designers graphiques,3,3,2,3,3,3,3,3,3,3,3,3,3,0,0,3,1,2,2,0,0,2,0,3,2,2,3,3,3,2,3,3,2
52120.02,Illustrateurs/illustratrices,3,2,2,3,3,3,2,3,2,2,2,3,2,0,0,2,1,2,2,0,0,3,1,2,2,2,2,3,2,1,2,2,2
52121,Designers d'intérieur et décorateurs/décoratrices d'intérieur,3,3,3,2,3,3,3,3,3,3,2,3,2,0,0,0,1,1,2,0,0,2,1,3,4,3,3,3,3,3,3,3,3
53100.01,Techniciens/techniciennes en restauration et en conservation,3,2,2,2,3,3,3,2,2,3,3,2,3,0,1,2,1,2,3,2,1,2,1,0,3,2,2,2,2,3,2,2,2
53100.02,Encadreurs/encadreuses de tableaux,3,2,2,2,3,3,3,2,2,3,3,3,3,0,1,2,1,2,3,1,2,3,1,0,3,2,3,2,2,3,2,2,3
53100.03,Interprètes de musée,2,1,1,0,2,3,3,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,2,1,2,3
53100.04,"Adjoints/adjointes à la conservation, les agents/agentes des services de vulgarisation, les techniciens/techniciennes en muséologie et les catalogueurs/catalogueuses et registraires de musée",3,2,2,1,3,3,3,2,2,3,3,2,3,0,0,2,1,2,3,1,1,1,1,0,3,2,2,2,2,2,2,2,3
53100.05,Taxidermistes,2,2,2,0,3,3,2,2,2,2,3,2,3,0,2,2,2,2,3,1,2,2,2,2,3,2,3,2,2,3,2,2,3
53110,Photographes,2,2,1,2,3,3,2,2,2,2,2,2,2,0,0,2,2,2,2,0,0,3,2,2,2,3,2,2,2,3,2,3,3
53111.01,Grutiers/grutières en cinéma et radiotélédiffusion,2,2,1,0,2,2,2,2,2,2,1,3,2,0,3,3,3,3,2,3,2,0,3,0,2,2,2,2,1,1,1,1,3
53111.02,Projectionnistes de cinéma,2,2,1,0,2,2,1,1,1,1,1,1,1,0,3,3,3,3,2,3,1,0,3,0,1,1,2,2,1,1,1,1,1
53111.03,Accessoiristes et constructeurs/constructrices de décors,2,2,2,0,2,2,2,2,3,3,3,3,3,0,2,3,2,2,2,3,1,2,3,0,3,3,3,2,3,2,2,2,3
53111.04,Assistants/assistantes au script,3,3,1,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,1,2,2
53111.05,Machinistes et monteurs-régleurs/monteuses-régleuses de plateau,1,1,1,0,2,2,2,2,2,2,1,2,2,0,3,3,3,2,0,3,3,0,3,0,0,2,2,2,3,1,2,2,2
53111.06,Habilleurs/habilleuses,2,1,1,0,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,0,0,0,1,0,2,2,2,1,3,1,2,2,3
53111.07,Assistants/assistants à la réalisation,3,3,2,0,2,2,2,2,2,2,3,3,2,0,0,1,1,0,1,0,1,0,0,2,2,2,3,2,3,2,3,3,3
53120.01,Danseurs/danseuses,2,1,1,0,2,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,3
53120.02,Professeurs/professeures de danse,2,2,1,0,2,2,2,2,2,2,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,2,4,2,3,3
53121.01,Acteurs/actrices et comédiens/comédiennes,3,2,1,0,3,3,3,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,1,2,2,3,4
53121.02,Professeurs/professeures d'art dramatique,3,2,1,0,3,3,2,2,3,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,4,2,3,3
53121.03,Artistes de cirque,1,1,1,0,3,3,2,2,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,2,4
53122.01,Peintres,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,3,1,0,2,0,0,3,1,3,3,1,2,2,1,1,2,2,3
53122.02,Sculpteurs/sculpteures,2,2,1,0,2,2,2,2,2,2,2,2,2,0,1,3,2,1,2,0,0,3,2,3,3,1,2,2,1,1,2,2,2
53122.03,Professeurs/professeures d'art,2,2,1,0,2,2,3,2,2,2,3,2,2,0,1,3,1,1,2,0,0,3,2,0,3,2,3,2,1,4,2,2,2
53123.01,Ensembliers/ensemblières de théâtre,3,2,3,0,3,3,3,2,3,3,2,3,3,0,2,3,2,1,2,0,1,4,2,3,4,3,3,4,3,3,3,3,3
53123.02,Dessinateurs/dessinatrices de mode,3,2,2,1,3,3,3,2,3,3,3,3,3,0,0,2,1,1,2,0,0,3,1,3,4,3,3,4,3,3,3,3,3
53123.03,Concepteurs/conceptrices d'expositions,3,2,2,1,3,3,3,2,3,2,3,3,2,0,0,0,1,1,1,0,1,3,1,3,4,3,3,3,3,3,3,3,3
53124.01,Artisans sculpteurs/artisanes sculpteures,2,2,2,0,1,1,1,2,2,2,2,2,1,0,2,3,2,2,2,2,1,3,2,3,3,1,2,1,1,1,2,3,2
53124.02,Souffleurs/souffleuses de verre,1,1,2,0,1,1,1,2,2,2,2,2,1,0,3,3,3,2,2,3,1,3,2,3,3,1,2,2,1,1,2,2,1
53124.03,Orfèvres,1,1,2,0,1,1,1,1,2,2,1,2,1,0,2,3,3,2,2,2,1,3,2,3,3,1,1,1,1,1,1,2,1
53124.04,Potiers/potières,1,1,1,0,1,2,1,1,2,1,1,1,1,0,1,1,3,2,2,0,1,3,2,3,3,1,2,1,1,1,1,2,1
53124.05,Artisans vitraillistes/artisanes vitraillistes,1,1,1,0,1,1,1,2,2,1,2,2,1,0,2,3,2,2,2,3,1,3,2,3,3,1,2,1,1,1,2,3,2
53124.06,Confectionneurs/confectionneuses d'instruments musicaux,1,1,2,0,1,2,1,2,2,2,2,2,1,0,2,3,2,2,3,3,1,3,2,3,3,1,2,2,2,1,2,2,2
53124.07,Tisserands/tisserandes,1,1,2,0,1,1,1,1,1,1,2,1,2,0,0,0,2,2,2,0,0,3,2,2,3,1,1,1,1,1,2,2,1
53124.08,Professeurs/professeures d'artisanat,2,2,1,0,3,3,3,2,2,2,4,2,2,0,1,1,1,1,1,0,0,3,2,0,3,1,2,2,2,3,2,3,3
53124.09,Décorateurs floraux/décoratrices florales,2,2,2,0,2,2,2,2,2,1,2,2,2,0,0,1,0,0,1,0,0,1,0,3,3,2,2,2,1,1,2,3,3
53125,Patronniers/patronnières de produits textiles et d'articles en cuir et en fourrure,2,2,2,0,2,2,2,2,2,2,2,2,3,0,1,2,3,3,2,1,0,3,2,3,3,2,3,2,1,1,3,2,2
53200,Athlètes,2,2,1,0,2,3,2,2,2,2,3,2,2,0,1,1,2,1,1,0,0,0,1,2,2,1,2,2,1,2,2,2,2
53201.01,Entraîneurs/entraîneuses,3,3,2,1,3,3,4,3,4,5,5,4,5,0,0,2,1,1,0,0,0,0,1,3,4,5,4,5,4,5,4,5,4
53201.02,Dépisteurs sportifs/dépisteuses sportives,3,3,2,0,3,3,3,3,3,5,3,4,5,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,2,4,5,4
53202,Arbitres et officiels/officielles de sports,2,2,2,0,2,3,2,2,2,2,2,2,3,0,0,1,0,0,1,0,0,0,1,0,0,2,3,2,2,2,2,3,2
54100.01,Animateurs/animatrices et responsables de programmes de sports et de loisirs,2,2,1,0,2,2,2,2,2,2,3,2,2,0,1,1,1,1,2,1,0,1,2,0,2,3,3,2,3,3,2,3,3
54100.02,Évaluateurs/évaluatrices de la condition physique,1,2,2,1,2,2,2,2,2,3,3,2,2,0,1,1,1,2,2,0,0,0,0,0,2,2,2,1,2,3,2,2,3
55109.01,Amuseurs publics/amuseuses publiques,1,1,0,0,2,2,2,1,2,1,1,2,1,0,1,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,3,4
55109.02,Magiciens/magiciennes et illusionnistes,1,1,1,0,3,2,3,2,2,1,3,2,1,0,1,1,0,0,0,0,0,0,0,2,1,1,2,2,1,2,2,3,4
55109.03,Mannequins et modèles,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,2
55109.04,Influenceurs,1,1,1,2,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,2,3,2
60010,Directeurs/directrices des ventes corporatives,3,4,3,3,4,3,4,3,4,4,3,4,4,0,0,0,0,0,1,0,0,0,0,5,5,4,4,4,4,4,5,5,4
60020,Directeurs/directrices - commerce de détail et de gros,3,3,3,3,3,3,3,3,4,4,4,3,4,0,0,0,1,1,2,0,0,0,1,5,5,4,4,4,4,4,4,5,4
60030,Directeurs/directrices de la restauration et des services alimentaires,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,2,1,2,1,0,0,1,5,5,4,4,4,4,4,4,4,4
60031,Directeurs/directrices des services d'hébergement,3,4,3,3,4,3,3,3,3,3,3,3,3,0,0,0,1,0,2,0,0,0,1,4,4,4,4,4,3,4,4,4,4
60040,Directeurs/directrices du service à la clientèle et des services personnels,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,1,1,0,0,0,2,4,5,4,4,4,4,4,4,4,3
62010,Superviseurs/superviseures des ventes - commerce de détail,3,2,2,2,3,3,3,3,3,2,4,3,3,0,0,0,1,1,1,0,0,0,1,4,4,3,3,4,3,4,4,3,3
62020,Superviseurs/superviseures des services alimentaires,2,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,1,1,2,0,0,0,1,4,4,3,4,4,3,2,3,3,3
62021,Gouvernants principaux/gouvernantes principales,2,2,2,2,2,2,3,2,2,2,3,2,2,0,2,1,1,1,2,1,0,0,2,3,4,4,3,4,3,3,3,3,3
62022,"Superviseurs/superviseures des services d'hébergement, de voyages, de tourisme et des services connexes",2,2,2,2,3,2,3,3,2,2,2,2,2,0,0,0,1,1,3,0,0,0,1,3,4,3,3,4,3,3,3,3,3
62023.01,Superviseurs/superviseures des représentants au service à la clientèle - services financiers,3,3,3,3,3,3,3,3,2,3,3,3,3,0,0,0,0,1,2,0,0,0,1,4,4,4,4,4,3,3,4,4,3
62023.02,Superviseurs/superviseures des représentants au service à la clientèle (sauf services financiers),3,2,2,2,2,3,3,3,2,3,3,3,3,0,0,0,0,1,2,0,0,0,1,3,4,4,3,4,3,3,3,4,3
62024,Surveillants/surveillantes des services de nettoyage,2,2,2,1,2,2,2,2,2,2,3,2,3,0,2,1,2,1,2,1,1,0,2,3,4,4,3,4,3,3,3,3,3
62029,Surveillants/surveillantes des autres services,2,2,2,1,2,2,3,2,2,2,3,3,3,0,0,0,1,1,2,0,0,0,1,2,4,4,3,4,3,3,3,3,3
62100,Spécialistes des ventes techniques - commerce de gros,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,2,2,0,0,0,1,3,4,2,3,3,3,3,4,4,3
62101,Acheteurs/acheteuses des commerces de détail et de gros,3,3,3,2,3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0,4,4,3,4,3,3,2,4,4,3
62200.01,Premiers chefs/premières chefs,2,2,3,2,3,3,3,3,3,3,3,3,3,0,2,3,2,3,3,0,0,2,2,4,4,4,4,4,4,3,3,3,3
62200.02,Sous-chefs,2,2,3,1,3,3,3,3,3,3,3,3,3,0,2,2,2,3,3,0,0,2,2,4,4,4,4,4,4,3,3,3,3
62200.03,Chefs spécialisés/chefs spécialisées,2,2,3,2,3,3,3,3,2,3,3,3,3,0,2,3,2,3,3,0,0,2,2,4,4,4,4,4,4,3,3,3,3
62201.01,Directeurs/directrices de funérailles,3,3,3,2,3,3,3,3,3,2,2,3,3,0,0,0,1,0,1,0,0,0,1,4,3,4,3,4,3,3,4,3,3
62201.02,Embaumeurs/embaumeuses,2,2,1,0,2,2,2,2,2,2,2,2,2,0,1,3,2,0,2,1,1,0,1,0,2,3,3,2,2,3,0,2,3
62202.01,Bijoutiers/bijoutières et personnel assimilé,2,2,2,0,2,2,3,2,2,3,2,2,2,0,1,3,2,2,4,2,2,3,3,3,3,2,2,2,2,2,3,3,2
62202.02,Horlogers-rhabilleurs/horlogères-rhabilleuses,2,1,2,0,2,2,2,2,2,2,1,2,3,0,4,3,2,3,3,5,3,3,4,2,2,2,1,1,2,2,1,2,2
63100,Agents/agentes et courtiers/courtières d'assurance,3,2,3,2,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0,2,0,2,2,2,2,3,4,4,2
63101,Agents/agentes et vendeurs/vendeuses en immobilier,3,3,3,2,3,3,3,3,3,3,2,3,3,0,0,0,0,0,2,0,0,0,0,3,1,2,2,3,3,3,4,4,4
63102,Représentants/représentantes des ventes financières,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,1,2,4,2,2,3,3,4,3
63200,Cuisiniers/cuisinières,2,1,2,0,2,2,2,2,2,2,2,2,1,0,1,2,2,2,3,0,0,2,2,2,3,2,2,3,2,2,2,2,2
63201,Bouchers/bouchères - commerce de gros et de détail,2,2,2,0,2,2,2,2,2,2,1,2,2,0,1,2,2,2,2,1,0,2,1,3,3,3,2,2,2,2,2,2,2
63202,Boulangers-pâtissiers/boulangères-pâtissières,2,1,2,1,1,2,2,2,2,2,2,2,2,0,1,2,2,2,2,0,0,2,2,1,2,2,3,2,2,2,1,2,2
63210.01,Coiffeurs/coiffeuses,2,1,1,0,2,2,2,2,2,2,3,1,1,0,1,2,1,1,1,0,1,0,1,1,2,2,2,2,1,2,2,2,2
63210.02,Barbiers/barbières,2,1,1,0,2,2,2,2,2,2,1,1,1,0,1,2,1,1,1,0,1,0,1,1,2,2,2,2,1,2,2,2,2
63211.01,Esthéticiens/esthéticiennes,2,2,1,0,2,2,2,1,2,2,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,2,2
63211.02,Cosméticiens/cosméticiennes,2,2,1,0,2,2,2,1,2,2,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,2,2
63211.03,Électrolystes,2,2,1,0,2,2,2,1,2,2,1,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,2,2
63211.04,Manucures et pédicures,1,1,1,0,2,2,2,1,1,2,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,2,1,2,1,1,2,2,2
63211.05,Spécialistes du cuir chevelu,2,2,1,0,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,1,2,2,2,2
63211.06,Tatoueurs/tatoueuses,1,2,1,0,2,2,2,2,2,2,2,2,2,0,1,2,2,1,1,0,0,1,2,1,2,1,2,2,1,1,2,2,2
63211.07,Techniciens/techniciennes en greffe de cheveux (non médicaux),2,2,1,0,2,2,2,1,2,2,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,1,2,2,2,2
63220.01,Fabricants/fabricantes de chaussures,1,1,1,0,1,2,1,2,2,1,1,2,1,0,1,2,2,1,2,0,2,2,1,1,3,2,2,2,1,2,1,2,1
63220.02,Cordonniers/cordonnières,1,1,1,0,1,2,1,2,1,1,1,2,1,0,1,2,2,1,1,1,1,1,1,1,3,2,2,2,1,2,1,2,1
63221,Tapissiers-garnisseurs/tapissières-garnisseuses,2,1,2,0,1,2,2,2,2,2,2,2,1,0,2,3,2,2,3,3,2,3,2,2,2,1,2,2,1,2,2,2,1
64100.01,Vendeurs/vendeuses - commerce de détail,1,2,2,1,3,2,2,2,2,1,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,1,2,2,2,2,4,3,3
64100.02,Décorateurs/décoratrices - étalagistes,1,2,2,1,3,2,2,2,2,1,2,1,2,0,0,0,0,0,2,0,1,0,1,1,2,1,2,2,2,1,3,2,2
64101,Représentants/représentantes des ventes et des comptes - commerce de gros (non-technique),3,2,2,2,3,2,3,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,3,2,2,2,3,2,2,4,4,3
64200.01,"Tailleurs/tailleuses, Couturiers/couturières et Retoucheurs/retoucheuses",1,1,2,1,2,2,1,2,2,1,1,2,1,0,1,2,3,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2
64200.02,Fourreurs/fourreuses,1,1,2,1,2,2,1,2,2,1,1,2,1,0,1,2,3,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2
64200.03,Modistes,1,1,2,1,2,2,1,2,2,1,1,2,1,0,1,2,3,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2
64201.01,Conseillers imagistes/conseillères imagistes,1,1,1,1,3,2,2,1,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,2,3,3
64201.02,Conseillers/conseillères en services de mariage,1,1,2,1,3,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,3,2,2,3,3
64201.03,Conseillers/conseillères en perte de poids,2,1,2,1,3,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,2,1,2,2,2,3,2,3,3
64300,Maîtres d'hôtel et hôtes/hôtesses,2,1,2,1,2,2,2,1,1,1,2,1,2,0,0,0,0,1,1,0,0,0,0,0,3,3,1,2,2,1,3,2,2
64301,Barmans/barmaids,1,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,1,2,1,0,1,0,1,3,3,2,2,2,2,2,2,2,2
64310,Conseillers/conseillères en voyages,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,3,1,1,2,2,3,2,3,3,3
64311.01,Agents/agentes de bord - transport aérien,1,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,3
64311.02,"Commissaires de bord, directeurs/directrices du service à la clientèle et directeurs/directrices de service aux passagers",2,2,2,2,3,2,2,2,2,3,2,3,2,0,0,0,1,2,2,0,0,0,1,3,2,4,3,3,3,3,2,3,3
64311.03,Commissaires de marine,2,2,2,2,2,2,2,2,2,3,2,3,3,0,0,0,1,2,1,0,0,0,1,3,3,4,3,3,3,3,2,2,3
64312.01,Agents/agentes aux passagers et de billetterie - transport aérien,1,2,2,1,2,2,2,1,1,2,2,1,2,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,3
64312.02,Agents/agentes de fret aérien et d'escale,1,2,2,1,1,1,1,1,1,2,2,1,2,0,0,0,1,1,2,0,0,0,1,0,2,2,1,2,2,2,0,1,2
64312.03,Agents/agentes de réservations,1,2,2,1,2,2,2,2,1,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,3
64313.01,Agents/agentes de billetterie et personnel assimilé (sauf transport aérien),1,2,2,1,2,2,2,2,1,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,2,2,3,2,3
64313.02,Représentants/représentantes du service à la clientèle en matière de fret (sauf transport aérien),1,2,2,1,2,2,2,1,2,2,2,2,2,0,0,0,1,1,2,0,0,0,1,0,2,2,2,2,2,2,3,2,2
64314,Réceptionnistes d'hôtel,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,1,1,3,1,2,2,2,2,2,3,3
64320.01,Guides touristiques,2,1,1,0,2,2,2,2,2,1,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,2,2,2,2,2,2,2
64320.02,Guides itinérants/guides itinérantes,2,1,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,3,2,2,2,3,2,3,3,3
64321,Travailleurs/travailleuses dans les casinos,1,2,2,1,2,2,2,1,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,2,2,1,1,2,2,1,2
64322,Guides d'activités récréatives et sportives de plein air,1,1,1,0,2,2,2,2,2,2,2,2,2,0,1,1,0,1,1,0,1,0,1,1,2,2,2,2,3,2,2,2,3
64400,Représentants/représentantes au service à la clientèle - institutions financières,1,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,2,3,2
64401,Représentants/représentantes des services postaux,1,2,2,2,2,2,1,1,1,1,1,1,2,0,0,1,1,1,1,0,0,0,0,1,2,1,1,2,1,1,2,2,1
64409,Autres préposés/autres préposées aux services d'information et aux services à la clientèle,1,2,2,2,3,2,2,2,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,2,2,3,3,2
64410.01,Gardiens/gardiennes de sécurité,1,2,1,0,2,2,1,1,2,1,2,1,1,0,0,0,2,2,1,0,0,0,1,0,0,1,2,1,2,1,2,3,2
64410.02,Gardiens/gardiennes de voiture blindée,1,1,1,0,2,2,1,1,2,1,2,1,1,0,1,0,2,2,1,0,0,0,1,0,1,1,2,1,2,1,0,2,2
64410.03,Agents/agentes de sécurité d'entreprises,1,1,1,1,2,2,1,2,2,2,2,2,2,0,0,0,2,2,1,0,0,0,1,0,0,2,2,1,2,2,2,3,2
64410.04,Enquêteurs privés/enquêteuses privées,3,2,2,2,3,3,2,3,2,3,2,3,3,0,0,0,2,1,1,0,0,0,0,2,2,2,3,2,2,1,3,3,3
64410.05,Agents/agentes de prévention des vols,1,2,1,2,2,2,2,2,2,3,2,2,2,0,0,0,2,1,2,0,0,2,1,2,2,2,3,1,2,2,1,3,3
65100,Caissiers/caissières,1,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,2
65101,Préposés/préposées de stations-service,1,1,2,0,1,1,1,1,1,1,1,1,2,0,2,2,2,1,2,2,2,0,1,1,2,2,1,1,1,1,2,1,2
65102,"Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1
65109.01,Distributeurs/distributrices et Démonstrateurs/démonstratrices,1,2,2,0,2,1,2,1,1,1,2,1,2,0,0,0,1,1,2,0,0,0,0,2,2,2,2,2,2,3,3,4,2
65109.02,Vendeurs/vendeuses de porte à porte,1,2,1,0,2,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,3,4,3
65109.03,Préposés/préposées à la sollicitation par téléphone et télévendeurs/télévendeuses,1,1,1,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,2
65200,Serveurs/serveuses d'aliments et de boissons,1,1,2,0,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,2,1,2,1,2,2,2
65201.01,Serveurs/serveuses au comptoir et préparateurs/préparatrices d'aliments,1,1,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1
65201.02,Aides de cuisine,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
65201.03,Aides de services alimentaires,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,2,1,1,1,1
65201.04,Plongeurs/plongeuses,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1
65202,Coupeurs/coupeuses de viande et poissonniers/poissonnières - commerce de gros et de détail,1,1,2,1,2,2,1,2,2,1,1,2,2,0,1,2,2,2,2,1,0,1,1,0,3,2,1,2,2,1,0,1,2
65210.01,Préposés/préposées aux services à la clientèle et porteurs/porteuses de bagages,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,2,1,2,1,2,1,2,1,2
65210.02,Préposés/préposées aux passagers à bord de navires et au service ferroviaire,1,1,1,0,2,2,1,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2,2,1,2,1,2,2,2
65210.03,Travailleurs/travailleuses en installations,1,1,1,0,1,1,1,2,1,1,2,1,2,0,1,2,1,1,1,1,1,0,1,0,0,1,1,2,1,1,0,1,1
65211.01,Exploitants/exploitantes d'attraction foraine,1,1,2,0,2,1,1,1,1,1,1,1,1,0,1,0,2,2,1,1,1,0,1,1,0,1,2,1,2,1,0,2,1
65211.02,"Préposés/préposées dans les parcs d'attractions, les sports et les loisirs",1,1,2,0,2,1,1,1,1,1,1,1,1,0,1,0,2,2,1,1,0,0,1,1,0,1,2,1,2,1,0,2,1
65220,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux,1,1,2,0,2,1,2,1,1,1,1,2,2,0,1,2,1,1,2,1,1,0,2,1,2,1,2,1,1,2,1,2,2
