Code SIPeC - Final,Etiquette SIPeC - Final,Estimation des caracteristiques quantifiables,Obtention d'information,"Identification d'objets, d'actions et d'evenements","Inspection d'equipements, de structures ou de materiaux","Surveillance de processus, de materiels ou d'environnements",Controler des machines et des processus,Developper des instructions techniques,Taches administratives,Entretien electronique,Manipuler et deplacer des objets,Utiliser des ordinateurs,Gerer des ressources,Entretien mecanique,"Manoeuvrer des vehicules, appareils ou equipements mecaniques",Performer des activites physiques,Traiter de l'information,Analyser des donnees ou de l'information,Elaborer des objectifs et des strategies,Evaluer l'information pour verifier la conformite,Juger de la qualite,Prendre des decisions,Planifier et organiser,Etablissement du calendrier du travail et des activites,Pensee creative,Appliquer de nouvelles connaissances,Offrir du soutien et soins a d'autres personnes,Encadrer et former des personnes,Communiquer avec des gens de l'exterieur de l'organisation,Communiquer avec les collegues de travail,Coordonner le travail et les activites d'autres personnes,Etablir et maintenir des relations interpersonnelles,Interpreter l'information pour d'autres personnes,Executer  taches pour  public ou travailler directement,Fournir des conseils et avis,Resoudre des conflits et negocier avec d'autres personnes,Vendre ou influencer d'autres personnes,Mener des activites de dotation,Superviser des subalternes,Developper une equipe,Former et enseigner
21102.01,Géoscientifiques,5,5,5,2,4,3,3,5,1,3,4,3,1,2,3,5,5,4,3,3,4,4,4,4,4,2,4,4,3,3,3,4,2,5,3,3,3,3,3,3
21102.02,Océanographes,5,5,5,3,4,2,3,5,1,3,4,3,1,2,3,5,5,4,3,3,4,4,3,4,5,2,4,4,4,3,3,5,2,5,3,3,3,3,3,3
21103,Météorologues et climatologues,5,5,4,2,4,0,3,4,1,1,4,2,1,1,1,5,5,3,3,3,4,3,3,3,5,3,4,5,4,3,3,5,3,4,2,2,2,3,3,4
21109.01,Métallurgistes,5,5,5,5,5,4,5,5,3,2,4,4,3,2,1,5,5,4,3,4,5,4,4,5,5,2,4,4,4,4,3,5,2,4,3,3,5,4,4,4
21109.02,Spécialistes des matériaux,5,5,5,5,5,4,5,5,3,2,4,3,3,2,1,5,5,5,3,4,4,4,4,5,5,2,4,4,4,4,3,5,2,4,3,3,3,4,3,4
21109.03,Scientifiques en science du sol,4,5,5,4,4,2,2,4,1,2,4,4,1,1,3,5,5,3,3,3,3,4,3,3,4,2,4,4,4,4,4,5,3,4,3,2,3,4,3,3
21109.04,Astronautes,5,5,5,5,5,5,4,5,5,4,4,2,5,5,3,5,5,3,4,5,4,3,3,4,5,2,4,4,5,3,3,4,1,4,2,2,0,3,4,2
21110.01,Biologistes,5,5,5,4,5,3,4,5,2,4,4,3,1,0,3,5,5,4,4,4,4,4,4,5,5,3,4,4,4,4,4,5,3,4,3,3,3,4,3,5
21110.02,Microbiologistes et biologistes cellulaires et moléculaires,4,5,5,3,4,3,3,5,2,4,4,4,1,0,2,5,5,4,3,3,4,3,3,5,5,3,3,3,4,3,3,5,1,4,2,2,3,4,3,5
21111,Professionnels/professionnelles des sciences forestières,4,3,3,3,4,3,3,3,1,2,3,4,2,3,3,4,4,4,3,3,3,4,4,3,3,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3
21112,"Agronomes, conseillers/conseillères et spécialistes en agriculture",4,4,3,3,4,2,3,3,2,3,3,4,2,0,2,4,4,5,4,3,4,5,5,3,4,2,3,5,4,4,5,4,4,4,5,4,3,3,3,4
21120,Professionnels/professionnelles de la santé et sécurité publique et environnementale,3,4,4,4,3,2,2,4,1,2,3,3,1,2,3,4,3,2,5,3,3,3,3,2,3,2,3,3,3,3,3,4,2,4,4,3,2,3,2,3
21200,Architectes,4,4,3,4,3,0,5,4,0,1,4,5,0,1,1,4,4,5,5,4,4,5,5,5,4,2,4,5,4,5,4,4,3,5,4,5,4,5,5,3
21201,Architectes paysagistes,4,4,3,3,3,0,5,3,0,1,4,4,0,1,1,3,3,4,3,3,4,4,4,4,3,2,3,4,4,3,3,3,4,4,3,4,3,4,4,3
21202,Urbanistes et planificateurs/planificatrices de l'utilisation des sols,5,4,3,1,3,0,0,3,0,1,4,5,0,1,1,4,4,5,4,4,4,5,5,4,3,2,4,5,5,5,4,4,4,5,5,5,5,5,5,4
21203,Arpenteurs-géomètres/arpenteuses-géomètres,4,3,3,3,3,3,4,4,3,3,4,4,3,3,3,4,4,3,4,4,3,3,3,2,3,1,3,4,3,3,3,3,4,3,3,2,3,3,3,3
21210.01,Mathématiciens/mathématiciennes,5,5,5,0,2,0,2,5,0,0,5,2,0,0,0,5,5,3,3,3,4,3,2,4,5,1,3,3,4,3,2,5,1,4,2,2,3,3,2,4
21210.02,Statisticiens/statisticiennes,5,4,4,0,2,0,0,4,0,0,5,2,0,0,0,5,5,2,3,3,3,2,2,4,5,1,3,5,4,3,3,5,1,4,2,3,2,3,2,4
21210.03,Actuaires,5,5,3,0,2,0,0,4,0,0,4,3,0,0,0,5,5,4,5,4,4,3,3,4,4,1,3,3,4,3,3,5,2,5,3,3,3,3,3,3
21211,Scientifiques de données,3,4,4,1,3,0,4,3,1,1,5,2,0,0,0,5,5,4,3,2,4,3,3,5,4,1,2,2,3,3,3,5,0,5,3,2,1,2,2,3
21220,Spécialistes de la cybersécurité,3,4,4,2,4,0,3,4,3,1,5,3,0,0,1,4,4,3,5,3,3,3,2,3,4,1,2,4,4,3,3,3,1,3,2,2,3,2,2,2
21221,Spécialistes des systèmes commerciaux,3,3,3,1,3,0,2,3,2,1,5,2,0,0,1,3,3,3,3,4,3,3,2,3,4,1,3,3,3,3,3,4,1,3,2,3,2,2,2,3
21222,Spécialistes en informatique,3,3,3,1,3,0,2,3,1,1,5,2,0,0,1,3,4,3,1,3,3,3,2,4,4,1,3,4,3,2,4,3,2,4,3,3,2,2,2,3
21223.01,Analystes de bases de données,3,4,4,1,2,0,3,4,1,1,5,2,0,0,0,5,5,4,3,2,3,3,3,5,4,1,2,2,3,3,3,3,1,4,3,2,3,2,2,2
21223.02,Administrateurs/administratrices de données,3,3,3,3,3,0,3,4,3,1,5,2,0,0,1,4,4,4,3,3,3,3,3,4,4,1,3,2,3,3,3,3,2,3,2,2,3,3,2,3
21230,Développeurs/développeuses et programmeurs/programmeuses de systèmes informatiques,4,3,3,2,3,0,2,3,1,0,5,2,0,0,0,5,5,3,3,3,3,3,2,5,4,1,2,2,4,3,2,3,1,3,2,2,2,2,2,2
21231,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel,3,4,3,2,3,0,3,3,2,1,5,4,0,0,1,4,5,4,4,3,3,4,3,5,5,2,3,2,4,3,3,3,1,4,3,3,3,3,3,3
21232,Développeurs/développeuses et programmeurs/programmeuses de logiciels,3,3,3,2,3,0,2,4,2,1,5,2,0,0,1,4,5,3,3,3,3,3,3,5,4,1,3,2,3,3,3,3,1,4,2,2,2,2,3,2
21233,Concepteurs/conceptrices Web,2,3,2,2,3,0,3,3,1,1,4,2,0,0,0,3,3,3,3,3,3,3,3,5,4,1,2,3,3,3,3,3,1,4,2,3,2,3,3,2
21234,Développeurs/développeuses et programmeurs/programmeuses Web,3,3,2,2,3,0,2,3,2,1,5,2,0,0,0,4,3,3,3,3,3,3,3,5,4,1,2,4,3,3,3,3,1,4,2,3,2,2,3,2
21300,Ingénieurs civils/ingénieures civiles,4,4,3,4,3,2,5,4,2,1,4,4,3,2,2,4,4,5,4,4,4,4,4,5,4,2,4,4,4,5,3,3,2,4,4,3,3,4,4,3
21301,Ingénieurs mécaniciens/ingénieures mécaniciennes,4,4,3,4,4,3,5,3,2,2,4,4,3,1,2,4,4,3,4,4,4,3,3,4,4,2,4,4,4,3,3,3,1,4,3,3,2,3,3,3
21310,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes,4,4,4,4,4,3,5,4,5,2,5,4,3,2,1,4,4,3,4,4,4,3,3,4,4,2,4,4,3,3,3,4,1,4,3,2,2,3,3,3
21311.01,Ingénieurs informaticiens/ingénieures informaticiennes et ingénieurs/ingénieures en matériel de télécommunications,4,4,4,3,3,3,5,4,4,1,5,4,3,0,1,5,5,3,4,3,4,3,3,5,5,2,4,3,3,3,3,4,1,4,3,3,3,3,3,3
21311.02,Ingénieurs/ingénieures en systèmes de réseaux et ingénieurs/ingénieures de la communication de données,5,4,5,3,4,2,5,4,4,1,5,4,3,0,1,4,5,4,4,4,5,4,3,5,5,2,4,4,4,4,3,4,1,5,3,3,3,3,3,3
21320,Ingénieurs chimistes/ingénieures chimistes,5,5,5,5,5,3,5,4,3,2,4,4,3,2,2,4,5,4,4,4,4,4,5,5,4,2,4,3,4,4,3,5,2,5,3,4,3,4,5,4
21321,Ingénieurs/ingénieures d'industrie et de fabrication,4,4,4,3,4,3,5,3,3,2,4,4,3,2,2,4,4,4,4,4,4,4,3,4,4,2,4,3,4,3,3,3,1,4,3,3,3,3,4,3
21322,Ingénieurs/ingénieures métallurgistes et des matériaux,5,5,5,5,5,3,5,4,3,2,4,4,3,1,2,4,5,4,4,5,5,4,4,4,4,2,4,3,4,3,3,4,3,4,3,3,3,3,3,3
21330,Ingénieurs miniers/ingénieures minières,5,4,3,4,4,3,5,4,2,2,4,4,3,2,2,4,5,4,5,3,5,4,4,3,4,2,4,3,4,4,3,5,1,5,3,3,2,3,3,3
21331,Ingénieurs/ingénieures géologiques,5,4,3,4,4,3,5,4,2,2,4,4,3,2,2,4,4,4,5,3,4,4,4,3,3,2,4,3,4,4,3,5,2,5,3,3,2,3,3,3
21332,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,5,4,3,4,5,3,5,4,2,1,4,4,3,0,1,4,5,3,4,4,4,4,4,4,4,2,4,2,3,4,3,4,1,5,3,2,3,3,3,3
21390,Ingénieurs/ingénieures en aérospatiale,4,5,5,4,4,3,5,5,3,1,5,4,3,0,1,5,5,3,4,4,4,4,3,5,5,2,4,3,3,3,3,5,1,5,2,3,2,3,3,3
21399.01,Ingénieurs agricoles/ingénieures agricoles et en bio-ressources,5,4,4,5,4,2,5,4,4,2,4,4,3,1,2,4,5,4,4,4,4,4,4,5,4,2,4,4,4,4,3,4,3,5,3,3,3,4,4,3
21399.02,Ingénieurs biomédicaux/ingénieures biomédicales,5,5,5,4,5,3,5,5,4,2,5,4,3,0,1,5,5,5,4,4,5,4,4,5,5,2,4,4,4,4,3,5,2,5,3,3,3,4,4,4
21399.03,Ingénieurs physiciens/ingénieures physiciennes et scientifiques en génie,5,5,4,4,4,3,5,4,4,2,4,4,3,2,2,4,4,4,4,4,4,3,4,5,4,2,4,4,4,3,3,4,2,4,3,3,3,3,3,3
21399.04,Ingénieurs navals/ingénieures navales,4,4,4,5,4,2,5,4,3,2,4,4,3,1,2,4,4,3,4,4,4,3,4,4,4,2,4,4,4,4,3,4,2,5,3,3,3,4,3,3
21399.05,Ingénieurs/ingénieures en textiles,4,4,3,4,4,3,5,4,4,2,4,4,3,2,2,4,4,3,3,3,4,4,3,4,4,2,3,3,4,3,3,3,1,4,3,3,3,3,4,3
22100.01,Technologues en chimie,3,3,3,3,4,3,3,3,3,3,3,2,3,1,3,4,3,3,4,3,3,3,3,3,4,2,3,1,3,3,2,3,0,3,2,2,2,3,2,2
22100.02,Techniciens/techniciennes en chimie,3,2,3,3,4,3,2,3,3,3,3,2,3,2,3,4,3,3,4,3,3,3,2,3,3,1,2,1,3,2,2,2,0,2,2,2,2,2,2,2
22101.01,Technologues en géologie et en minéralogie,3,3,3,3,4,3,3,3,3,3,4,2,3,3,2,4,4,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,1,3,2,2,3,3,2,3
22101.02,Techniciens/techniciennes en géologie et en minéralogie,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,2,3,2,2,2,2,3,1,2,2,3,2,2,3,1,2,2,2,2,2,1,2
22110.01,Technologues en biologie,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,4,3,3,3,3,3,3,3,3,4,2,2,2,3,3,2,3,0,3,2,2,2,2,2,3
22110.02,Techniciens/techniciennes en biologie,3,2,3,3,4,3,2,3,3,3,3,2,3,2,3,4,3,3,2,1,3,2,2,3,3,2,2,2,3,2,2,2,0,2,2,2,1,2,2,2
22111.01,Inspecteurs/inspectrices du poisson et des produits de la pêche,2,3,3,4,3,2,1,3,2,3,3,2,2,3,3,3,2,2,4,4,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3
22111.02,Inspecteurs/inspectrices de fruits et de légumes,2,3,3,4,3,2,1,3,2,3,3,2,2,3,3,3,2,2,4,4,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3
22111.03,Inspecteurs/inspectrices de produits céréaliers,2,3,3,4,3,2,1,3,2,3,3,2,2,3,3,3,2,2,4,4,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3
22111.04,Inspecteurs/inspectrices de viandes,2,3,3,4,3,2,1,3,2,3,3,2,2,3,3,3,2,2,4,4,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3
22111.05,Inspecteurs/inspectrices en protection des végétaux,2,3,3,4,3,2,1,3,2,3,3,2,2,3,3,3,2,2,4,4,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3
22112,Technologues et techniciens/techniciennes en sciences forestières,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3
22113,Techniciens/techniciennes du milieu naturel et de la pêche,4,4,4,3,5,3,3,3,2,3,2,3,2,5,4,3,3,3,4,3,5,3,3,3,3,3,3,4,3,3,3,3,5,2,4,3,3,2,3,3
22114.01,Spécialistes des arbres et des arbustes et techniciens/techniciennes en service d'entretien d'arbres,3,2,2,4,3,3,2,2,2,4,2,2,3,4,4,2,2,3,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3
22114.02,Responsables de l'entretien d'un terrain de golf,3,2,3,3,2,2,2,2,1,2,2,3,1,3,2,2,1,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,4,3
22114.03,Horticulteurs/horticultrices,3,3,3,3,3,2,2,1,1,3,2,3,2,2,3,2,2,3,1,2,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2
22114.04,"Concepteurs-paysagistes/conceptrices-paysagistes, techniciens/techniciennes et technologues en architecture paysagère",3,3,2,2,3,2,4,3,1,3,4,2,0,1,1,3,4,2,4,2,2,2,2,4,4,2,2,3,3,3,2,2,2,3,2,3,2,2,2,2
22114.05,Jardiniers-paysagistes/jardinières-paysagistes,2,1,1,2,1,2,1,1,2,3,1,1,2,3,3,1,0,1,1,1,0,0,1,2,1,2,1,2,2,2,2,1,2,1,1,1,0,0,2,1
22114.06,Paysagistes,2,1,2,2,1,3,0,0,2,3,1,1,3,3,5,1,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1
22114.07,Spécialistes de pelouses,2,1,2,3,2,3,1,2,2,4,1,2,2,4,4,2,0,2,1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2
22210,Technologues et techniciens/techniciennes en architecture,3,3,2,2,3,3,4,3,1,3,4,2,0,1,1,3,4,2,5,3,2,2,2,4,4,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2
22211,Designers industriels/designers industrielles,3,3,3,2,2,3,4,3,1,2,4,2,0,0,1,3,3,2,3,3,3,3,2,5,4,1,2,3,3,2,3,2,1,3,2,3,1,2,1,2
22212.01,Technologues en dessin,3,3,3,3,3,2,4,3,1,1,4,2,1,1,1,3,3,2,3,3,3,3,2,3,3,2,2,2,3,2,2,2,1,3,2,2,2,2,2,2
22212.02,Techniciens/techniciennes en dessin,2,3,2,2,2,0,4,3,1,3,4,2,0,0,0,3,3,2,3,2,2,2,2,3,2,1,2,2,3,2,2,2,1,3,2,2,2,2,2,2
22213.01,Technologues en arpentage et en techniques géodésiques,3,4,2,2,3,3,4,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,2
22213.02,Techniciens/techniciennes en arpentage et en techniques géodésiques,3,3,2,2,1,3,4,3,2,3,3,2,3,3,4,3,3,2,2,2,2,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2
22214.01,Technologues et techniciens/techniciennes en cartographie,3,3,3,2,2,2,3,3,1,2,4,2,0,2,0,4,4,3,3,3,2,2,2,3,4,2,2,3,3,3,3,3,2,2,2,2,1,2,3,2
22214.02,Technologues et techniciens/techniciennes en photogrammétrie,3,2,2,1,2,2,3,3,2,2,4,2,1,1,2,3,3,2,3,3,2,2,2,2,3,2,1,2,3,2,1,3,1,2,2,2,2,2,2,2
22214.03,Technologues et techniciens en levés aériens et en télédétection,3,4,3,2,3,3,3,3,4,2,4,2,2,2,2,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,2,2,2,2
22214.04,Technologues et techniciens/techniciennes en systèmes d'information géographique (SIG),4,4,3,2,3,2,3,3,2,2,4,2,0,1,2,4,4,3,3,3,3,3,2,3,4,2,2,3,3,2,3,4,2,3,2,2,1,2,2,3
22214.05,Technologues et techniciens/techniciennes en météorologie,3,3,3,2,2,2,2,3,2,2,4,2,1,2,1,3,3,3,3,2,3,3,2,2,4,2,2,2,3,3,3,3,2,3,2,2,1,2,3,2
22220.01,Opérateurs/opératrices en informatique et opérateurs/opératrices de réseau,2,3,4,3,4,0,2,3,3,3,5,2,0,0,1,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,3,2,3,2,1,2,2,2,2
22220.02,Techniciens/techniciennes Web,2,3,3,3,2,2,3,3,4,2,4,2,1,1,1,3,3,3,3,2,3,3,3,3,4,2,3,2,3,3,3,3,1,3,2,2,2,2,2,3
22221,Agents/agentes de soutien aux utilisateurs,2,3,2,3,2,0,3,3,4,3,4,2,0,1,2,3,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,3,1,3,2,2,2,2,2,3
22222,Évaluateurs/évaluatrices de systèmes informatiques,3,3,3,2,3,0,2,3,3,2,5,2,1,1,1,4,4,3,4,4,3,3,3,4,4,1,3,2,3,3,3,3,1,3,2,2,2,3,3,3
22230,Vérificateurs/vérificatrices et inspecteurs/inspectrices des essais non destructifs,3,3,3,5,4,3,4,3,3,3,3,2,2,2,3,3,4,2,5,4,3,3,2,2,3,1,3,2,3,2,3,3,1,3,2,2,2,3,3,3
22231.01,Inspecteurs/inspectrices des anomalies des véhicules motorisés,1,3,2,3,2,3,3,2,2,3,2,2,3,3,4,3,2,1,4,1,2,1,1,2,3,1,2,2,3,1,2,2,1,1,1,1,0,1,1,1
22231.02,Enquêteurs/enquêteuses d'accidents ferroviaires,1,3,2,3,3,3,3,3,2,3,2,1,1,1,3,3,3,1,4,4,2,2,2,2,3,1,1,2,3,1,2,2,1,3,1,1,0,1,2,1
22231.03,Inspecteurs/inspectrices de la navigabilité aérienne,4,5,4,5,5,2,3,5,3,2,3,2,3,2,3,4,4,3,5,5,4,3,3,3,4,1,3,3,3,3,3,3,3,3,3,2,1,2,2,2
22231.04,Inspecteurs/inspectrices des poids et mesures,2,3,2,4,3,3,3,3,2,4,3,2,2,2,3,3,3,2,4,3,3,2,3,2,3,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2
22231.05,Vérificateurs/vérificatrices d'appareils de forage de pétrole et de gaz,3,4,3,4,4,3,2,3,2,3,3,2,2,2,3,3,3,2,4,4,3,2,3,2,3,1,2,3,3,1,2,3,1,2,2,1,2,2,2,2
22232,Spécialistes de l'hygiène et de la sécurité au travail,4,4,4,5,4,2,3,3,1,2,3,3,1,3,2,4,4,3,5,3,3,3,4,2,3,3,3,4,3,3,4,4,3,5,3,3,2,3,3,5
22233,Inspecteurs/inspectrices en construction,2,3,3,4,3,0,3,3,1,2,3,2,0,1,3,3,3,2,4,3,3,3,3,2,4,1,2,3,3,2,4,3,3,3,3,2,2,2,2,2
22300.01,Technologues en génie civil,3,3,3,3,3,3,4,3,2,2,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
22300.02,Techniciens/techniciennes en génie civil,3,3,3,2,3,3,4,3,2,3,3,2,3,2,3,3,3,2,3,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2
22301.01,Technologues en génie mécanique,3,3,3,4,4,3,4,3,4,3,4,2,3,2,3,4,4,2,3,3,3,3,3,4,3,2,3,3,3,3,3,4,1,3,2,2,2,3,3,2
22301.02,Techniciens/techniciennes en génie mécanique,3,3,3,3,3,3,4,3,3,3,4,2,4,2,3,4,3,2,3,3,2,2,2,3,4,2,2,2,3,2,3,3,2,3,2,2,1,2,3,2
22302.01,Technologues en génie industriel et en génie de fabrication,3,3,3,3,4,3,4,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3
22302.02,Techniciens/techniciennes en génie industriel et en génie de fabrication,3,3,3,3,3,3,4,3,4,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,1,3,2,2,2,3,3,3
22303,Estimateurs/estimatrices en construction,5,4,3,1,1,0,3,4,1,0,4,4,0,0,0,4,5,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,1,4,3,3,3,3,3,3
22310.01,Technologues en génie électronique et électrique,3,3,3,4,3,3,4,3,5,3,4,2,3,1,3,3,3,3,4,3,3,3,3,4,4,2,3,2,3,3,3,3,2,3,2,3,2,3,3,3
22310.02,Techniciens/techniciennes en génie électronique et électrique,3,3,3,4,3,3,4,3,5,3,4,2,2,2,3,3,3,2,4,3,3,2,2,3,3,2,2,2,3,2,2,3,1,3,2,2,1,2,2,3
22311,Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),2,2,3,3,2,3,3,2,5,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3
22312,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,3,2,3,4,3,3,4,3,4,3,3,2,4,2,3,3,3,3,3,2,2,2,2,3,3,1,3,2,3,2,2,3,1,3,2,2,2,2,3,3
22313.01,Mécaniciens/mécaniciennes et techniciens/techniciennes d'instruments d'aéronefs,3,3,4,4,4,3,3,3,4,4,3,2,4,3,3,3,3,2,4,4,3,3,2,3,3,1,2,3,3,2,2,3,0,2,2,2,1,2,2,3
22313.02,Mécaniciens/mécaniciennes et techniciens/techniciennes en équipement électrique d'aéronef,3,3,4,4,4,3,3,3,5,4,3,2,4,3,3,3,3,2,4,4,3,3,2,3,4,1,2,3,3,2,2,3,0,2,2,2,1,2,2,3
22313.03,Mécaniciens/mécaniciennes et techniciens/techniciennes en avionique,3,3,4,5,4,3,4,4,5,4,3,2,4,4,3,3,3,3,5,4,3,3,3,3,4,1,3,2,3,3,2,3,2,3,3,2,2,3,3,3
22313.04,Inspecteurs/inspectrices en avionique,4,5,4,5,5,3,3,5,3,2,3,2,3,3,3,4,4,3,5,4,4,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3
30010,Directeurs/directrices des soins de santé,4,4,4,3,5,0,0,4,0,1,4,4,0,0,1,4,4,5,5,5,5,5,5,3,4,4,5,4,5,5,4,5,3,5,4,3,5,5,5,4
31100.01,Anesthésiologistes,5,5,5,5,5,5,2,5,3,3,3,3,2,2,3,4,5,3,5,4,5,3,4,3,5,5,4,3,4,3,3,4,4,4,3,2,3,4,3,5
31100.02,"Internistes, généralistes",3,5,5,3,5,0,1,5,1,2,3,4,1,2,2,4,5,5,5,4,5,4,5,3,5,5,4,3,4,3,4,5,4,5,3,2,4,3,3,3
31100.03,"Pédiatres, généralistes",2,5,5,1,5,0,1,5,1,2,3,3,0,0,1,4,4,4,5,4,4,4,3,3,4,5,4,3,3,3,4,4,4,4,2,2,3,3,3,3
31100.04,Psychiatres,2,5,5,1,4,0,0,4,1,1,3,2,0,0,1,4,5,4,4,5,5,4,3,4,5,5,4,3,4,3,5,4,4,5,4,3,3,3,3,5
31100.05,Allergologues et immunologistes,4,5,5,3,5,2,1,5,1,1,3,3,1,0,2,4,4,5,5,4,5,4,4,3,5,5,4,4,4,3,5,5,4,4,4,3,3,4,4,4
31100.06,Hospitalistes,3,5,5,1,5,0,0,5,0,1,3,3,0,0,2,4,4,3,4,4,5,4,3,3,4,5,4,3,4,3,4,4,4,5,3,2,3,3,3,4
31100.07,Neurologues,5,5,5,2,5,2,2,5,2,1,3,3,1,0,2,4,5,5,5,5,5,4,4,4,5,5,4,4,5,3,4,5,4,5,4,3,3,4,4,5
31100.08,Médecins de médecine nucléaire,5,5,5,5,5,3,3,5,2,2,4,3,2,2,2,4,5,3,5,5,5,3,3,3,5,5,4,3,3,3,4,5,3,5,3,3,3,4,3,5
31100.09,Dermatologues,3,5,5,2,3,2,0,5,1,2,3,4,0,0,2,4,4,3,4,4,4,2,3,3,4,5,4,3,3,3,3,4,4,4,2,3,3,3,3,4
31100.1,Médecins de médecine physique et de réadaptation,4,5,5,4,5,2,2,5,2,2,3,3,1,2,2,4,4,5,5,5,5,4,4,4,5,5,5,4,4,3,4,5,4,5,3,3,3,4,4,5
31100.11,Médecins de médecine préventive,4,5,5,2,4,0,1,5,1,1,4,5,0,0,1,4,5,5,5,4,5,5,3,4,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,5
31100.12,Radiologues,4,5,5,4,5,3,3,5,2,2,4,3,1,2,2,4,4,4,5,5,5,4,3,3,5,5,4,4,3,3,4,5,4,5,3,3,3,4,3,5
31100.13,Autres spécialistes en médecine clinique,4,5,5,3,5,2,2,5,2,2,3,3,1,0,2,4,5,3,5,5,5,4,3,4,5,5,4,5,4,3,4,4,4,4,3,3,3,4,4,4
31100.14,"Spécialistes en médecine de laboratoire, y compris les pathologistes",4,5,5,3,5,2,2,5,2,3,3,3,1,1,2,4,5,3,5,4,5,4,4,3,5,4,4,5,5,3,3,5,3,5,3,3,4,4,3,5
31101.01,Chirurgiens généraux,4,5,5,3,5,4,2,5,2,3,3,3,1,2,3,4,5,4,5,4,5,4,4,4,5,5,4,4,4,3,4,5,4,5,3,3,3,4,3,5
31101.02,Obstétriciens et gynécologues,4,5,5,4,5,3,2,4,1,3,2,3,0,1,2,4,5,4,5,5,5,4,3,3,5,5,4,4,3,3,4,4,4,4,3,3,3,4,3,4
31101.03,Ophtalmologistes,5,5,5,3,5,4,2,5,0,4,3,4,0,2,2,4,5,4,5,5,5,3,4,4,5,5,5,4,3,3,3,5,4,5,3,3,3,4,3,5
31101.04,Urologues,4,5,5,3,5,4,2,5,0,3,3,3,0,2,2,4,5,4,5,4,5,4,3,4,5,5,4,4,3,3,3,5,4,5,3,3,2,4,3,4
31101.05,Autres spécialistes en chirurgie,4,5,5,3,5,4,2,5,2,2,3,3,1,2,2,4,5,4,5,4,5,4,4,4,5,5,4,3,4,3,4,5,4,5,3,3,3,4,3,5
31102,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,3,5,5,2,5,2,0,4,0,2,3,2,0,0,2,4,4,4,5,4,4,3,3,3,5,5,4,3,3,3,3,4,4,4,3,2,2,3,3,3
31103,Vétérinaires,3,4,5,3,5,3,2,4,2,3,3,3,2,2,3,4,4,3,3,4,5,3,2,3,4,5,4,3,3,2,3,4,5,3,3,4,3,3,3,3
31110.01,Dentistes,3,4,5,4,4,4,2,4,2,3,3,4,3,2,2,4,4,4,5,5,4,4,4,3,4,5,4,3,3,4,3,4,5,3,3,4,3,4,4,3
