Code SIPeC - Final,Etiquette SIPeC - Final,Estimation des caracteristiques quantifiables,Obtention d'information,"Identification d'objets, d'actions et d'evenements","Inspection d'equipements, de structures ou de materiaux","Surveillance de processus, de materiels ou d'environnements",Controler des machines et des processus,Developper des instructions techniques,Taches administratives,Entretien electronique,Manipuler et deplacer des objets,Utiliser des ordinateurs,Gerer des ressources,Entretien mecanique,"Manoeuvrer des vehicules, appareils ou equipements mecaniques",Performer des activites physiques,Traiter de l'information,Analyser des donnees ou de l'information,Elaborer des objectifs et des strategies,Evaluer l'information pour verifier la conformite,Juger de la qualite,Prendre des decisions,Planifier et organiser,Etablissement du calendrier du travail et des activites,Pensee creative,Appliquer de nouvelles connaissances,Offrir du soutien et soins a d'autres personnes,Encadrer et former des personnes,Communiquer avec des gens de l'exterieur de l'organisation,Communiquer avec les collegues de travail,Coordonner le travail et les activites d'autres personnes,Etablir et maintenir des relations interpersonnelles,Interpreter l'information pour d'autres personnes,Executer  taches pour  public ou travailler directement,Fournir des conseils et avis,Resoudre des conflits et negocier avec d'autres personnes,Vendre ou influencer d'autres personnes,Mener des activites de dotation,Superviser des subalternes,Developper une equipe,Former et enseigner
53124.08,Professeurs/professeures d'artisanat,2,2,3,2,2,0,1,2,1,2,2,2,1,0,2,1,2,2,1,2,2,3,3,4,2,3,4,3,2,2,3,3,3,3,3,3,2,2,2,5
53124.09,Décorateurs floraux/décoratrices florales,2,2,3,2,3,0,0,2,0,3,3,3,0,0,3,1,1,1,1,3,1,2,2,3,2,2,1,3,1,1,1,1,3,2,2,3,1,1,1,1
53125,Patronniers/patronnières de produits textiles et d'articles en cuir et en fourrure,3,3,2,3,3,3,4,3,1,3,3,3,1,0,3,2,1,2,2,3,2,3,2,4,3,2,2,2,3,3,2,3,0,2,1,2,1,2,2,2
53200,Athlètes,2,3,3,3,3,3,0,1,0,4,0,2,1,0,5,3,3,5,2,3,3,2,2,3,3,1,4,1,3,3,2,2,4,4,3,2,2,2,4,3
53201.01,Entraîneurs/entraîneuses,3,3,3,2,3,0,2,2,0,3,2,3,1,0,3,3,3,5,2,3,3,3,3,3,2,3,5,3,3,3,4,2,2,4,3,3,3,3,4,3
53201.02,Dépisteurs sportifs/dépisteuses sportives,0,3,3,1,3,0,0,2,0,1,2,2,0,0,3,3,3,3,2,3,2,3,3,3,3,2,4,3,3,3,4,3,3,4,3,3,3,4,4,2
53202,Arbitres et officiels/officielles de sports,1,2,3,2,3,0,0,1,0,1,1,1,0,0,4,2,2,2,2,3,3,2,0,0,2,2,3,2,3,2,3,3,3,3,4,2,0,3,3,3
54100.01,Animateurs/animatrices et responsables de programmes de sports et de loisirs,2,3,2,2,2,2,1,2,0,3,1,2,1,1,4,2,2,2,2,2,2,3,2,2,2,4,3,2,2,2,3,2,3,2,3,2,2,2,2,2
54100.02,Évaluateurs/évaluatrices de la condition physique,3,3,3,2,3,2,1,2,0,3,1,2,1,1,3,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,3,2,3,2,3,3,2,2,2,3
55109.01,Amuseurs publics/amuseuses publiques,1,1,1,1,1,2,0,1,0,3,1,1,0,0,4,1,0,0,1,1,0,1,2,4,0,2,1,3,1,2,3,1,4,1,1,3,0,1,1,1
55109.02,Magiciens/magiciennes et illusionnistes,1,2,1,1,1,2,1,1,0,3,1,1,0,0,4,1,1,0,1,1,0,2,3,4,1,2,2,3,1,1,3,1,4,1,1,2,1,2,2,2
55109.03,Mannequins et modèles,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,2,1,1,0,1,1,1,2,1,1,1,1,1,0,0,0,0
55109.04,Influenceurs,0,1,1,0,1,0,0,2,0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,2,1,0,2,1,1,2,1,1,1,1,3,0,0,0,1
60010,Directeurs/directrices des ventes corporatives,3,3,4,0,2,0,0,3,0,0,3,4,0,0,1,4,4,4,3,3,4,5,4,3,4,2,4,5,5,5,5,3,4,5,5,5,4,5,4,4
60020,Directeurs/directrices - commerce de détail et de gros,4,3,3,2,3,0,2,3,0,2,3,4,0,0,2,3,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,5,5,5,5,5,4,3
60030,Directeurs/directrices de la restauration et des services alimentaires,3,3,3,2,3,0,2,2,0,2,3,4,0,0,2,3,2,2,3,3,3,3,3,2,3,2,3,2,3,3,4,2,3,3,3,3,3,3,3,3
60031,Directeurs/directrices des services d'hébergement,3,3,3,2,3,0,0,3,0,1,3,4,0,0,1,3,3,4,3,3,5,4,4,3,3,3,4,4,4,4,5,2,4,3,4,4,5,5,3,4
60040,Directeurs/directrices du service à la clientèle et des services personnels,3,3,3,2,3,0,0,3,0,2,3,4,0,0,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,4,4,3,3,3
62010,Superviseurs/superviseures des ventes - commerce de détail,2,3,3,2,3,0,0,2,0,2,2,3,0,0,1,2,3,2,2,3,3,4,4,2,3,3,4,3,3,4,3,2,3,3,4,4,3,4,3,3
62020,Superviseurs/superviseures des services alimentaires,2,3,3,2,3,2,1,2,0,3,2,3,0,0,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,4,2,3,2,3,2,3,3,3,3
62021,Gouvernants principaux/gouvernantes principales,2,3,1,3,3,2,2,2,0,3,2,3,2,2,3,2,2,2,3,2,3,3,3,2,1,3,3,2,2,3,3,2,3,3,3,3,3,4,3,3
62022,"Superviseurs/superviseures des services d'hébergement, de voyages, de tourisme et des services connexes",2,3,2,2,2,0,0,2,0,2,2,3,0,0,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3
62023.01,Superviseurs/superviseures des représentants au service à la clientèle - services financiers,3,3,2,2,2,0,0,3,0,2,3,3,0,0,2,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3
62023.02,Superviseurs/superviseures des représentants au service à la clientèle (sauf services financiers),3,3,2,2,2,0,0,3,0,2,3,3,0,0,2,3,3,3,3,2,3,3,3,2,2,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3
62024,Surveillants/surveillantes des services de nettoyage,2,2,2,3,2,3,2,2,1,2,2,3,2,0,3,2,2,2,3,2,1,3,3,2,1,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3
62029,Surveillants/surveillantes des autres services,2,3,2,3,3,2,1,2,0,2,2,3,0,0,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,2
62100,Spécialistes des ventes techniques - commerce de gros,3,3,2,2,3,0,2,3,0,1,3,2,2,0,1,3,3,3,2,3,3,3,2,3,2,2,2,4,3,2,3,3,2,3,3,5,2,2,2,2
62101,Acheteurs/acheteuses des commerces de détail et de gros,3,3,3,1,4,0,0,3,0,1,3,4,0,0,1,3,3,3,2,3,4,4,3,3,4,1,3,4,3,2,4,2,3,3,4,3,0,2,2,2
62200.01,Premiers chefs/premières chefs,3,2,2,4,2,2,2,2,1,3,2,4,2,0,4,2,2,3,2,2,3,3,3,3,2,3,4,3,3,3,3,2,4,3,3,3,5,4,4,4
62200.02,Sous-chefs,3,2,2,4,2,2,2,2,1,3,2,4,2,0,4,2,1,3,2,2,2,2,2,2,2,3,4,3,3,3,3,2,4,3,3,3,5,4,4,4
62200.03,Chefs spécialisés/chefs spécialisées,3,2,2,4,2,2,3,2,1,3,2,4,2,0,4,2,2,3,2,2,3,3,3,3,2,3,4,3,3,3,3,2,4,3,3,3,5,4,4,4
62201.01,Directeurs/directrices de funérailles,3,3,4,2,4,0,1,3,0,2,3,3,0,2,1,4,3,3,3,3,4,4,4,2,3,4,3,4,3,4,4,2,5,3,3,4,2,3,2,3
62201.02,Embaumeurs/embaumeuses,2,2,3,2,3,3,2,2,0,5,2,3,1,0,4,2,2,1,3,2,3,1,2,2,2,3,2,2,3,2,2,2,2,3,2,2,1,2,2,3
62202.01,Bijoutiers/bijoutières et personnel assimilé,3,2,3,3,2,3,3,2,0,3,0,3,0,0,2,2,2,2,2,3,2,2,3,3,2,2,2,3,1,1,2,2,3,2,2,4,2,2,1,2
62202.02,Horlogers-rhabilleurs/horlogères-rhabilleuses,3,2,3,3,3,4,5,2,5,3,0,5,5,0,1,2,3,2,2,5,3,2,2,2,2,2,1,3,1,1,2,2,4,1,2,3,0,1,1,1
63100,Agents/agentes et courtiers/courtières d'assurance,1,3,3,1,3,0,0,3,0,1,3,2,0,0,1,3,3,3,3,3,3,3,2,2,4,3,2,4,2,1,3,3,4,2,3,5,1,2,2,2
63101,Agents/agentes et vendeurs/vendeuses en immobilier,2,4,3,2,3,0,0,3,0,1,3,3,0,1,1,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,5,3,4,4,5,5,2,2,2,3
63102,Représentants/représentantes des ventes financières,3,3,3,1,3,0,0,3,0,1,4,3,0,0,1,4,3,3,4,3,3,3,3,2,3,3,4,4,3,2,4,4,3,3,4,5,2,3,3,3
63200,Cuisiniers/cuisinières,2,2,3,3,2,2,1,1,0,3,1,3,1,0,4,2,2,2,2,2,2,2,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2
63201,Bouchers/bouchères - commerce de gros et de détail,3,1,2,3,3,2,2,2,0,4,2,3,1,0,3,2,2,2,2,2,2,2,2,1,0,2,2,2,1,2,2,1,3,1,1,3,2,2,3,2
63202,Boulangers-pâtissiers/boulangères-pâtissières,1,1,2,2,2,2,1,1,0,3,1,2,0,0,3,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2
63210.01,Coiffeurs/coiffeuses,2,1,2,2,1,2,0,1,0,3,1,2,1,0,2,2,2,1,1,2,2,0,2,3,2,3,1,2,1,1,3,2,4,1,2,3,2,2,2,2
63210.02,Barbiers/barbières,2,1,2,2,1,2,0,1,0,3,1,2,1,0,2,2,1,1,1,2,2,0,2,3,2,3,1,2,1,1,2,1,4,1,2,3,2,2,2,1
63211.01,Esthéticiens/esthéticiennes,1,1,1,2,2,2,0,1,0,3,1,1,0,0,2,2,1,1,1,1,1,0,2,3,2,3,2,2,1,2,3,1,3,1,2,3,1,1,2,2
63211.02,Cosméticiens/cosméticiennes,1,1,1,2,2,2,0,1,0,3,1,1,0,0,2,2,1,1,1,1,1,1,2,3,2,3,2,2,1,2,3,1,3,1,2,3,1,1,2,2
63211.03,Électrolystes,1,1,1,2,2,2,0,1,3,3,1,1,0,0,2,2,1,1,1,1,1,1,2,2,2,3,1,2,1,2,3,1,3,1,2,3,1,1,2,2
63211.04,Manucures et pédicures,1,1,1,2,1,2,1,1,0,2,1,1,0,0,1,2,1,0,1,1,1,0,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1
63211.05,Spécialistes du cuir chevelu,1,1,1,2,2,2,0,1,0,3,2,2,0,0,2,2,2,2,2,2,2,1,2,2,2,3,1,3,2,2,3,2,4,1,2,4,0,1,2,2
63211.06,Tatoueurs/tatoueuses,1,1,1,2,1,3,1,1,0,2,2,2,1,0,2,2,2,1,1,2,2,2,2,5,2,3,1,2,1,1,3,2,2,1,1,2,2,1,1,1
63211.07,Techniciens/techniciennes en greffe de cheveux (non médicaux),1,1,1,2,2,2,0,2,0,3,2,2,0,0,2,2,2,2,1,1,2,1,2,2,2,3,1,2,2,2,3,2,4,1,2,3,1,1,2,2
63220.01,Fabricants/fabricantes de chaussures,1,1,1,2,1,2,2,1,0,3,1,2,1,0,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1
63220.02,Cordonniers/cordonnières,1,1,1,2,1,2,2,1,0,3,1,2,1,0,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1
63221,Tapissiers-garnisseurs/tapissières-garnisseuses,2,1,2,2,3,3,2,1,1,5,1,2,3,2,3,2,2,2,3,2,2,3,2,3,2,1,2,2,2,2,2,1,1,2,1,3,1,2,2,2
64100.01,Vendeurs/vendeuses - commerce de détail,2,2,2,2,2,2,1,1,2,3,2,1,2,0,2,2,2,2,1,2,0,1,1,2,2,3,1,2,2,2,3,2,4,1,3,5,1,1,1,1
64100.02,Décorateurs/décoratrices - étalagistes,2,1,1,2,1,0,0,1,0,2,1,1,0,1,2,1,1,1,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1
64101,Représentants/représentantes des ventes et des comptes - commerce de gros (non-technique),3,3,2,1,2,0,0,2,0,1,3,2,0,2,2,3,3,3,2,3,2,3,3,3,2,2,2,4,3,2,3,2,3,3,3,5,1,2,3,2
64200.01,"Tailleurs/tailleuses, Couturiers/couturières et Retoucheurs/retoucheuses",2,2,2,2,2,4,2,1,0,2,1,2,1,0,2,1,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,1,1,2,2,2,1,2
64200.02,Fourreurs/fourreuses,2,2,2,2,2,4,2,1,0,2,1,2,1,0,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,1,2,2,2,1,2
64200.03,Modistes,2,2,2,2,2,4,2,1,0,2,1,2,1,0,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,1,2,2,2,1,2
64201.01,Conseillers imagistes/conseillères imagistes,1,2,2,1,2,0,0,1,0,1,2,1,0,0,1,1,1,2,1,1,1,1,2,3,3,3,2,3,1,1,3,2,4,3,2,3,0,1,1,1
64201.02,Conseillers/conseillères en services de mariage,2,3,2,1,2,0,0,2,0,1,2,3,0,1,1,2,2,1,1,2,1,3,3,3,2,4,1,3,2,2,3,1,3,3,3,3,2,1,1,2
64201.03,Conseillers/conseillères en perte de poids,2,2,2,1,3,0,0,2,0,1,2,1,0,0,1,3,2,2,2,3,2,3,1,3,3,4,3,3,2,1,3,2,3,2,2,4,0,1,2,2
64300,Maîtres d'hôtel et hôtes/hôtesses,0,1,2,1,1,1,0,2,0,2,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,1,2,3,2,1,2,1
64301,Barmans/barmaids,1,2,2,1,2,1,0,1,0,2,1,2,0,0,3,2,1,0,0,1,0,1,1,1,0,2,2,2,1,2,2,1,3,1,2,2,2,1,2,1
64310,Conseillers/conseillères en voyages,2,3,2,1,2,0,0,3,0,1,3,2,0,0,0,3,3,3,1,3,2,3,4,2,3,2,2,3,2,2,2,3,4,2,3,5,2,2,1,2
64311.01,Agents/agentes de bord - transport aérien,1,2,2,3,4,0,1,1,0,3,2,1,0,0,3,1,1,1,1,2,3,1,1,2,2,3,1,2,2,3,3,2,5,1,3,2,1,2,2,1
64311.02,"Commissaires de bord, directeurs/directrices du service à la clientèle et directeurs/directrices de service aux passagers",1,3,2,3,2,0,0,2,0,2,2,1,0,0,2,2,2,2,2,3,3,3,3,2,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2
64311.03,Commissaires de marine,2,2,2,3,2,0,0,3,0,2,2,3,0,0,2,2,2,2,2,3,3,3,3,2,2,2,3,3,2,3,3,2,3,2,3,3,4,3,2,2
64312.01,Agents/agentes aux passagers et de billetterie - transport aérien,2,2,2,3,3,0,1,3,0,2,3,1,0,0,2,3,2,0,2,1,2,2,1,0,3,2,1,3,1,2,3,2,3,2,3,2,1,1,2,2
64312.02,Agents/agentes de fret aérien et d'escale,2,2,2,3,2,3,1,3,0,3,2,2,0,3,2,3,2,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
64312.03,Agents/agentes de réservations,2,2,2,3,3,2,1,3,0,1,3,1,0,0,1,3,2,1,2,2,2,2,1,0,3,2,1,3,2,2,3,2,3,2,3,2,1,2,2,2
64313.01,Agents/agentes de billetterie et personnel assimilé (sauf transport aérien),2,2,2,3,3,1,0,3,0,1,3,1,0,0,2,3,2,1,1,2,0,2,1,0,3,2,1,3,2,2,3,2,3,2,3,2,1,1,2,2
64313.02,Représentants/représentantes du service à la clientèle en matière de fret (sauf transport aérien),2,2,2,2,2,2,0,3,0,2,3,2,0,2,2,3,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2
64314,Réceptionnistes d'hôtel,1,2,2,1,2,1,0,3,0,1,3,2,0,0,2,2,2,1,2,1,2,2,2,2,1,3,2,2,2,1,3,2,3,2,3,3,1,1,1,2
64320.01,Guides touristiques,2,2,2,1,1,0,0,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,2,3,2,3,2,2,2,2,3,1,2,1,0,1,2,2
64320.02,Guides itinérants/guides itinérantes,2,3,2,1,1,0,0,1,1,2,2,3,1,2,2,2,2,2,1,3,2,3,3,2,2,3,2,3,2,2,3,2,4,2,2,3,0,1,2,3
64321,Travailleurs/travailleuses dans les casinos,1,1,1,1,1,2,0,1,0,2,1,2,0,0,2,2,1,0,2,0,1,1,0,0,0,2,2,2,2,1,2,2,3,1,2,1,2,1,1,2
64322,Guides d'activités récréatives et sportives de plein air,2,3,2,3,2,2,0,1,0,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,3,3,4,2,2,3,0,2,3,3
64400,Représentants/représentantes au service à la clientèle - institutions financières,2,2,2,1,2,0,0,3,0,1,3,2,0,0,1,3,3,0,3,2,2,2,2,1,2,3,1,3,2,2,3,3,4,2,3,4,1,1,1,2
64401,Représentants/représentantes des services postaux,2,2,2,1,2,0,0,2,0,2,2,1,1,0,2,2,2,1,2,2,1,2,1,0,1,2,1,2,1,1,3,2,3,2,2,3,2,1,2,2
64409,Autres préposés/autres préposées aux services d'information et aux services à la clientèle,1,2,2,1,1,0,0,2,0,1,3,2,0,0,1,2,2,2,2,2,3,3,2,2,3,3,2,3,1,1,3,3,3,2,3,3,1,1,2,2
64410.01,Gardiens/gardiennes de sécurité,2,2,3,3,4,0,0,3,2,2,2,3,0,3,3,3,2,3,3,2,2,3,2,1,2,3,3,3,2,3,2,3,4,2,3,1,3,3,3,2
64410.02,Gardiens/gardiennes de voiture blindée,2,2,3,3,4,0,0,2,2,2,2,3,0,3,3,3,2,3,3,3,3,2,3,0,2,3,3,3,2,3,2,3,1,2,3,1,3,3,3,2
64410.03,Agents/agentes de sécurité d'entreprises,2,2,3,3,4,0,0,3,2,1,2,3,0,1,2,3,2,3,3,3,2,3,2,1,2,3,3,3,3,2,2,3,1,2,3,1,3,3,2,2
64410.04,Enquêteurs privés/enquêteuses privées,2,3,3,2,4,0,1,4,1,2,3,3,0,2,2,3,4,3,3,4,3,3,3,3,3,4,2,4,3,2,3,3,3,2,3,3,2,2,2,2
64410.05,Agents/agentes de prévention des vols,2,3,3,3,4,2,0,2,1,2,2,1,0,0,2,3,2,2,3,2,3,1,3,3,1,2,2,2,2,2,3,3,2,3,3,2,2,2,3,2
65100,Caissiers/caissières,1,1,2,1,2,2,1,1,0,2,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,3,1,2,2,1,2,2,2
65101,Préposés/préposées de stations-service,1,1,2,2,1,2,0,1,0,3,1,1,3,2,3,1,1,0,1,1,1,1,0,1,1,2,2,2,1,2,1,1,3,2,2,3,1,1,1,1
65102,"Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins",1,1,2,1,2,2,1,1,0,3,2,1,0,2,3,2,1,1,0,0,1,1,1,1,0,2,1,1,1,2,1,1,2,1,1,1,1,0,2,1
65109.01,Distributeurs/distributrices et Démonstrateurs/démonstratrices,2,2,2,2,1,1,0,1,0,2,1,1,0,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,3,2,1,4,1,1,2,2
65109.02,Vendeurs/vendeuses de porte à porte,1,1,1,1,1,0,0,1,0,1,2,1,0,2,3,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,2,1,3,1,2,4,1,1,1,2
65109.03,Préposés/préposées à la sollicitation par téléphone et télévendeurs/télévendeuses,1,2,1,1,1,1,0,2,0,1,2,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,3,1,1,2,1,2,1,2,5,0,0,1,1
65200,Serveurs/serveuses d'aliments et de boissons,2,2,2,2,2,2,1,1,0,3,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,3,1,2,2,2,2,1,3,1,2,2,1,1,2,1
65201.01,Serveurs/serveuses au comptoir et préparateurs/préparatrices d'aliments,1,1,2,2,2,1,0,1,0,3,1,1,0,2,3,2,2,0,2,0,1,0,0,0,1,2,1,2,2,2,3,2,3,1,2,1,0,1,2,1
65201.02,Aides de cuisine,2,1,2,2,1,2,0,1,1,3,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,2,1,1,0,1,1,0,0,1,0
65201.03,Aides de services alimentaires,2,1,2,2,2,1,0,1,0,3,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,2,2,1,2,1,2,1,2,1,0,0,1,0
65201.04,Plongeurs/plongeuses,2,1,1,2,1,2,0,1,1,3,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,1,1,0,1,1,0,0,1,0
65202,Coupeurs/coupeuses de viande et poissonniers/poissonnières - commerce de gros et de détail,2,1,1,2,2,2,1,1,0,4,1,2,1,0,3,2,2,1,2,2,2,1,2,1,0,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2
65210.01,Préposés/préposées aux services à la clientèle et porteurs/porteuses de bagages,1,1,2,2,2,0,0,1,0,3,1,1,0,0,3,2,2,0,2,0,0,1,0,0,0,3,0,2,1,2,3,2,3,1,2,1,0,1,2,1
65210.02,Préposés/préposées aux passagers à bord de navires et au service ferroviaire,1,1,1,2,1,0,1,1,0,2,1,1,0,0,3,1,1,1,1,1,1,1,1,1,0,3,0,2,2,2,2,1,3,1,2,1,0,1,1,1
65210.03,Travailleurs/travailleuses en installations,2,1,2,3,2,2,1,1,1,3,1,1,3,0,4,1,2,0,1,2,1,2,0,2,1,3,1,1,2,1,1,2,1,2,1,0,0,1,1,1
65211.01,Exploitants/exploitantes d'attraction foraine,1,1,1,2,1,2,0,1,2,3,1,1,2,2,3,1,0,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,1,3,2,2,2,1,2
65211.02,"Préposés/préposées dans les parcs d'attractions, les sports et les loisirs",1,1,1,2,1,2,0,1,2,3,1,1,2,0,3,1,0,1,2,2,1,1,0,1,1,3,2,2,2,2,2,1,3,1,3,2,1,1,1,2
65220,Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux,2,1,2,2,2,2,1,2,0,3,1,1,1,0,4,2,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2
65229,Autre professions de soutien dans les services personnels,0,1,1,0,1,0,0,1,0,1,1,2,0,0,0,1,1,1,0,1,1,1,2,2,2,3,0,1,1,1,2,1,2,1,1,3,0,0,0,1
65310.01,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers,1,1,1,2,1,2,0,1,0,3,1,1,0,2,3,1,1,0,1,0,0,1,1,0,0,3,0,2,1,1,2,1,2,0,1,1,0,0,1,0
65310.02,Préposés/préposées à l'entretien ménager,1,1,1,2,2,2,0,1,0,3,0,2,0,2,3,1,2,1,2,1,1,1,1,1,0,3,2,2,1,2,2,2,3,1,3,1,1,1,2,2
65311.01,Nettoyeurs/nettoyeuses de tapis et de meubles rembourrés,1,1,1,2,1,2,1,1,0,3,1,1,2,1,3,1,1,0,1,1,0,0,1,0,1,2,1,1,1,1,1,1,2,0,1,1,1,1,2,1
65311.02,Ramoneurs/ramoneuses et Nettoyeurs/nettoyeuses au jet de sable,1,1,1,2,1,2,1,1,0,3,1,1,2,2,3,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1
65311.03,Nettoyeurs/nettoyeuses de fournaises et de systèmes de ventilation,1,1,1,2,1,2,1,1,0,3,1,1,2,2,3,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1
65311.04,Nettoyeurs/nettoyeuses de véhicules,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,0,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,0,1,1,0,0,1,1
65311.05,Nettoyeurs/nettoyeuses de vitres,1,1,1,2,1,2,1,1,0,3,1,1,2,2,3,1,1,0,1,0,0,1,1,0,0,2,0,1,1,1,1,1,1,0,1,1,1,1,2,1
65312,Concierges et nettoyeurs/nettoyeuses – gros travaux,2,1,1,2,2,2,1,1,1,3,1,1,2,2,4,1,1,1,1,1,1,2,2,1,1,3,1,1,2,2,1,1,2,1,1,1,1,1,2,1
65320.01,Opérateurs/opératrices de machines de nettoyage à sec et de blanchisseries,1,1,1,2,1,4,2,1,3,3,1,2,3,0,3,1,1,0,1,1,1,0,2,1,1,3,1,1,2,1,1,1,2,1,2,1,2,1,2,1
65320.02,Assembleurs/assembleuses et inspecteurs/inspectrices de machines de nettoyage à sec et de blanchisseries,1,1,1,2,1,2,0,1,0,2,1,1,0,0,3,1,1,1,1,1,1,2,3,2,2,1,1,1,2,1,2,1,1,1,1,1,0,1,2,1
65320.03,"Repasseurs/repasseuses, presseurs/presseuses et finisseurs/finisseuses",0,1,1,2,2,2,1,1,0,2,1,1,1,0,3,1,1,2,1,0,1,1,2,0,1,2,1,1,1,1,1,1,2,1,2,1,0,1,1,1
65329.01,Préposés/préposées de salon de coiffure,0,1,1,1,1,2,0,1,0,2,1,1,0,0,2,1,1,0,1,1,0,1,2,0,0,3,1,2,2,2,2,2,2,1,2,2,0,0,1,1
65329.02,Portiers/portières,0,2,1,2,1,0,0,3,0,2,1,3,0,0,4,2,1,0,1,0,2,2,2,1,0,2,0,2,1,2,3,2,5,1,2,1,1,1,2,2
65329.03,Préposés/préposées de salon funéraire,0,1,1,1,2,2,0,2,0,2,2,0,1,3,3,2,1,0,1,2,1,1,2,0,1,3,0,2,1,2,3,2,3,0,1,1,0,0,2,0
65329.04,Préposés/préposées de laverie automatique,0,1,1,2,1,2,1,1,0,2,1,1,0,0,3,1,1,0,1,0,0,0,1,0,0,2,0,1,1,1,1,1,2,1,2,1,0,0,1,1
65329.05,Préposés/préposées de terrain de stationnement et préposés/préposées aux voitures,0,1,1,2,1,2,0,2,0,2,1,1,0,2,2,1,1,0,1,0,0,0,0,0,0,2,0,1,1,1,1,1,2,0,1,0,0,1,1,0
65329.06,Placeurs/placeuses et receveurs/receveuses de billets,0,1,1,2,1,2,0,1,0,2,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,3,1,2,2,0,1,2,2
65329.07,Autres travailleurs élémentaires/travailleuses élémentaires des services,0,1,1,1,1,0,0,1,0,2,1,1,0,0,2,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,0,1,1,1
70010,Directeurs/directrices de la construction,4,4,3,4,3,0,4,4,0,2,3,4,1,2,2,3,3,4,3,3,3,5,5,3,3,2,4,4,4,5,4,4,3,4,3,3,4,4,5,3
70011,Gestionnaires en construction et rénovation domiciliaire,4,4,3,4,3,0,4,3,0,2,3,4,1,2,2,3,3,4,3,3,3,5,5,3,3,2,4,4,4,5,4,4,3,4,3,3,4,4,5,3
70012.01,Directeurs/directrices d'exploitation d'immeubles,4,3,3,4,3,0,2,3,1,2,3,4,1,2,2,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,3,3,4,3,3,5,4,4,3
70012.02,Directeurs/directrices de l'entretien d'immeubles,4,4,3,4,3,0,3,3,1,2,3,4,2,1,3,3,3,3,3,3,3,4,4,3,3,2,4,4,4,4,4,2,1,3,4,3,5,5,3,3
