Code,Nom,Type de Structure,Categorie,Description
J01d,Niveau de concurrence,Groupe de similitudes,Contexte de travail,
J01d01,Concurrence,Descripteur,Contexte de travail,L'emploi requiert que l'employé soit en concurrence avec ses collègues ou qu'il soit conscient de la pression concurrentielle entre les collègues ou les entreprises d'un même secteur. Ce descripteur est mesuré par degré de compétition sur une échelle de 1 à 5.
J02,Environnement physique de travail,Sous-Categorie,Contexte de travail,L’environnement physique dans lequel le travailleur accomplit son travail.
J02a,Exposition aux risques du travail,Groupe de similitudes,Contexte de travail,
J02a01,Lieux de travail dangereux,Descripteur,Contexte de travail,"L’emploi requiert de travailler dans des lieux qui sont intrinsèquement dangereux et qui présentent des risques de blessures. Ces lieux incluent, entre autres, les chantiers de construction, les installations souterraines, les structures de support érigées et le milieu maritime."
J02a02,"Incendie, vapeur, surfaces chaudes",Descripteur,Contexte de travail,"L'emploi requiert d'être exposé au feu (plutôt qu'à des substances inflammables qui peuvent s'enflammer), à des émissions de vapeur ou à des surfaces très chaudes qui sont des sources potentielles de blessures."
J02a03,"Particules volantes, objets en chute libre",Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des particules en suspension et à la chute d’objets ou de matériaux dans le milieu de travail, lesquelles présentent des risques de blessures corporelles. Les particules en suspension, telles que des copeaux de bois, paillettes de métal, gravois, sont produites au cours de la manipulation, du broyage, du concassage et d’un impact rapide ou de l’explosion de matériaux."
J02a04,Conditions dangereuses,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des conditions qui comportent des risques d'accidents comme l'électricité à haute tension, les matières inflammables ou les explosifs. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02a05,"Équipements, machineries et outils dangereux",Descripteur,Contexte de travail,"L’emploi requiert de travailler à proximité ou avec de l’équipement, de la machinerie et des outils mécaniques et manuels qui constituent un risque d’accident ou de blessure. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02a06,Hauteurs,Descripteur,Contexte de travail,"L'emploi requiert de travailler dans des endroits élevés, tels que des poteaux, des échafaudages, des passerelles ou des échelles de plus de deux mètres de long. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02a07,Radiation,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à une radiation ionisante (telle que rayons X ou substance radioactive) ou à une radiation non ionisante (telle que les ondes radiophoniques, les rayons infrarouges et ultraviolets et la lumière visible) pouvant nuire à la santé. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02a08,"Espace étroit, positions contraignantes",Descripteur,Contexte de travail,L’emploi requiert de travailler dans un espace restreint nécessitant de se retrouver dans des positions inconfortables. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J02a09,Blessure cutanée,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des risques de brûlures, de coupures, de piqûres et de morsures mineures. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02b,Cadre de travail,Groupe de similitudes,Contexte de travail,
J02b01,Travailler dans un véhicule ou équipement clos,Descripteur,Contexte de travail,L’emploi requiert de travailler dans un véhicule ou un équipement fermé (p. ex. une voiture ou l’habitacle d’équipements lourds). Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5.
J02b02,Travailler dans un véhicule ou équipement sans toit,Descripteur,Contexte de travail,L’emploi requiert de travailler dans un véhicule ou un équipement sans toit (p. ex. un tracteur). Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5.
J02b03,Travailler à l’intérieur dans un environnement contrôlé.,Descripteur,Contexte de travail,L’emploi requiert de travailler à l’intérieur d’un bâtiment où la température et l’humidité sont contrôlées. Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5.
J02b04,Travailler à l’intérieur dans un environnement non contrôlé,Descripteur,Contexte de travail,"L’emploi requiert de travailler à l’intérieur d’un bâtiment où la température et le taux d’humidité ne sont pas contrôlés (p. ex, dans un entrepôt non chauffé). Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5."
J02b05,"Travail extérieur, exposé aux conditions météorologiques",Descripteur,Contexte de travail,L’emploi requiert de travailler à l’extérieur et d’être soumis aux changements de température et aux fluctuations saisonnières. Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5.
J02b06,"Travailler à l’extérieur, à l’abri des conditions météorologiques",Descripteur,Contexte de travail,"L’emploi requiert de travailler à l’extérieur tout en étant protégé, des changements de température et fluctuations saisonnières, par un endroit couvert (tel qu'une structure dotée d’un toit, mais non de murs). Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5."
J02b07,Proximité physique,Descripteur,Contexte de travail,L’emploi requiert d’effectuer des tâches en se trouvant physiquement proche  d’autres personnes. Ce descripteur est mesuré par la distance physique des autres sur une échelle de 1 à 5.
J02c,Conditions environnementales,Groupe de similitudes,Contexte de travail,
J02c01,Agents biologiques,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des bactéries, des virus ou des champignons pouvant causer des maladies par contact direct ou indirect. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02c02,Substances chimiques dangereuses,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des contaminants, tels que des polluants, des gaz ou des poussières, par inhalation, ingestion ou contact avec la peau. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02c03,Vibrations,Descripteur,Contexte de travail,L'emploi requiert d'être exposé à des mouvements oscillants ou frémissants du corps pendant l'exécution des tâches. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J02c04,Sons et bruits,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des niveaux sonores et des bruits qui sont distrayants ou inconfortables, quel que soit l'équipement utilisé par les travailleurs. Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5."
J02c05,Éclairage extrême ou inadéquat,Descripteur,Contexte de travail,L’emploi requiert de travailler dans un endroit où l’éclairage est très brillant ou inapproprié. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J02c06,Températures extrêmes,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des températures très chaudes (plus de 32,2 °C) ou très froides (moins de 0 °C). Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02c07,Odeurs,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à des odeurs nocives, intenses ou prolongées."
J02d,Équipement de sécurité requis,Groupe de similitudes,Contexte de travail,
J02d01,Équipement de sécurité spécialisé,Descripteur,Contexte de travail,"L’emploi requiert de porter des équipements spécialisés de protection ou de sécurité, notamment des appareils respiratoires, un harnais de sécurité, ou une tenue de protection complète ou de protection radiologique. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J02d02,Équipement de sécurité de base,Descripteur,Contexte de travail,"L’emploi requiert de porter des vêtements protecteurs et des équipements de sécurité de base comme des chaussures de sécurité, des lunettes de protection, des gants, un casque de protection ou un gilet de sauvetage. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J03,Exigences physiques,Sous-Categorie,Contexte de travail,Les activités physiques que le travailleur doit exercer dans le cadre de son travail.
J03a,Positionnement du corps,Groupe de similitudes,Contexte de travail,
J03a01,Se pencher ou se tordre le corps,Descripteur,Contexte de travail,"L’emploi requiert d’incliner le torse vers l’avant ou l’arrière, ou avoir le corps en torsion. Ce descripteur est mesuré par durée sur une échelle de 1 à 5."
J03a02,Grimper,Descripteur,Contexte de travail,"L’emploi requiert de monter et descendre des échelles, des chafaudages ou des poteaux. Ce descripteur est mesuré par durée sur une échelle de 1 à 5."
J03a03,Ramper,Descripteur,Contexte de travail,"L’emploi requiert de se déplacer sur le ventre, le corps reposant sur le sol ou près du sol, à l’aide des mains et des genoux."
J03a04,S’accroupir,Descripteur,Contexte de travail,L’emploi requiert de plier les jambes afin d’abaisser le centre de gravité du corps.
J03a05,Manipuler manuellement du matériel,Descripteur,Contexte de travail,"L’emploi requiert d’utiliser les mains pour tenir, contrôler ou sentir des objets, des outils ou des commandes (excluant la souris et le clavier). Ce descripteur est mesuré par durée sur une échelle de 1 à 5."
J03a06,Garder ou rétablir son équilibre,Descripteur,Contexte de travail,L’emploi requiert de maintenir son corps en position stable ou de retrouver son équilibre. Ce descripteur est mesuré par durée sur une échelle de 1 à 5.
J03a07,S’agenouiller,Descripteur,Contexte de travail,L’emploi requiert de positionner le corps de manière qu’un genou ou les deux reposent au sol.
J03a08,Faire des gestes répétitifs,Descripteur,Contexte de travail,L’emploi requiert de répéter les mêmes mouvements. Ce descripteur est mesuré par durée sur une échelle de 1 à 5.
J03a09,Être assis,Descripteur,Contexte de travail,L’emploi requiert d'être dans une position où le poids du corps est supporté par le fessier. Ce descripteur est mesuré par durée sur une échelle de 1 à 5.
J03a10,Rester debout,Descripteur,Contexte de travail,L’emploi requiert de demeurer en posture verticale où le poids du corps est soutenu par les pieds. Ce descripteur est mesuré par durée sur une échelle de 1 à 5.
J03a11,Marcher et courir,Descripteur,Contexte de travail,L’emploi requiert de lever et de poser au sol chaque pied consécutivement à une certaine cadence. Ce descripteur est mesuré par durée sur une échelle de 1 à 5.
J03a12,Atteindre,Descripteur,Contexte de travail,L’emploi requiert d’allonger un ou les deux bras afin de saisir ou de toucher une personne ou un objet.
J03a13,Se pencher,Descripteur,Contexte de travail,"L’emploi requiert de se tenir debout ou de marcher tout en inclinant la tête, le corps ou les épaules."
J03a14,Utiliser un clavier,Descripteur,Contexte de travail,L’emploi requiert d’utiliser un ensemble de touches sur le clavier d’un appareil électronique afin de faire de la dactylographie.
J03b,Effort corporel,Groupe de similitudes,Contexte de travail,
J03b01,Transporter,Descripteur,Contexte de travail,L’emploi requiert de tenir des objets tout en se déplaçant.
J03b02,Soulever,Descripteur,Contexte de travail,L’emploi requiert de lever un objet à l’aide des mains et des bras.
J03b03,Tirer,Descripteur,Contexte de travail,L’emploi requiert de saisir un objet afin de l’amener vers soi.
J03b04,Pousser,Descripteur,Contexte de travail,L’emploi requiert d’utiliser la force afin de faire avancer un objet.
J03c,Parler et voir,Groupe de similitudes,Contexte de travail,
J03c01,Prise de la parole,Descripteur,Contexte de travail,L'emploi requiert de transmettre des informations en langage parlé.
J03c02,Acuité visuelle,Descripteur,Contexte de travail,L’emploi requiert de distinguer de fins détails sur des objets ou dans l’environnement.
J04,Relations interpersonnelles,Sous-Categorie,Contexte de travail,Les interactions avec d’autres personnes nécessaires à la réalisation du travail.
J04a,Interactions professionnelles,Groupe de similitudes,Contexte de travail,
J04a01,Situations conflictuelles,Descripteur,Contexte de travail,"L'emploi requiert d'être confronté à des désaccords ou disputes avec ou entre des clients, des employés ou d'autres parties. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J04a02,Être en contact avec d’autres personnes,Descripteur,Contexte de travail,"L’emploi requiert de communiquer avec d’autres personnes (face-à-face, par téléphone, etc.) dans l’exécution des tâches. Ce descripteur est mesuré par fréquence et par durée sur une échelle de 1 à 5."
J04a03,Coordonner ou diriger d’autres personnes,Descripteur,Contexte de travail,L'emploi requiert de guider ou d'orienter les collègues ou les subordonnés dans l'accomplissement des activités professionnelles. Ce descripteur est mesuré par importance sur une échelle de 1 à 5.
J04a04,Traiter avec des clients de l’externe,Descripteur,Contexte de travail,"L'emploi requiert de travailler avec des membres extérieurs à l'organisation, notamment des clients et le public. Ce descripteur est mesuré par importance sur une échelle de 1 à 5."
J04a05,Travail en équipe ou en groupe,Descripteur,Contexte de travail,L’emploi requiert de travailler avec les autres en groupe ou en équipe. Ce descripteur est mesuré par fréquence et par importance sur une échelle de 1 à 5.
J04a06,Traiter avec des gens au comportement physiquement agressif,Descripteur,Contexte de travail,L'emploi requiert d'être exposé à la possibilité de traiter avec des personnes ayant un comportement violent. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J04a07,Traiter avec des gens en colère ou au comportement déplaisant,Descripteur,Contexte de travail,"L'emploi requiert d'être exposé à la possibilité de traiter avec des individus désagréables, furieux ou impolis. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5."
J04b,Méthodes de communication,Groupe de similitudes,Contexte de travail,
J04b01,Utilisation de messagerie électronique,Descripteur,Contexte de travail,L’emploi requiert d’utiliser d’un appareil de communication électronique pour envoyer et recevoir des messages. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J04b02,Discussions en personne,Descripteur,Contexte de travail,L’emploi requiert de discuter en personne avec des individus ou groupes. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J04b03,Communications écrites,Descripteur,Contexte de travail,L'emploi requiert de produire des communications écrites de nature créatives ou administratives. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J04b04,Parler en public,Descripteur,Contexte de travail,L'emploi requiert de prononcer des discours devant un public (un minimum de cinq personnes). Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J04b05,Utilisation du téléphone,Descripteur,Contexte de travail,L'emploi requiert de communiquer avec d'autres personnes en utilisant un téléphone ou des radios portatives. Ce descripteur est mesuré par fréquence sur une échelle de 1 à 5.
J04b06,Vidéoconférence,Descripteur,Contexte de travail,L'emploi requiert l'utilisation d'un logiciel de vidéoconférence pour participer à des réunions et des conversations.
J04c,Responsabilités interpersonnelles,Groupe de similitudes,Contexte de travail,
J04c01,Porter la responsabilité des résultats des autres travailleurs,Descripteur,Contexte de travail,L’emploi requiert d’assumer la responsabilité du dénouement et des effets du travail des autres travailleurs. Ce descripteur est mesuré par degré de responsabilité sur une échelle de 1 à 5.
J04c02,Porter la responsabilité relative à la santé et la sécurité d'autres personnes,Descripteur,Contexte de travail,"L'emploi requiert de veiller à la santé, à la sécurité et à la sûreté d'autrui. Ce descripteur est mesuré par degré de responsabilité sur une échelle de 1 à 5."
K,Activités du travail,Catégorie,Activités du travail,Types d’activités générales liées au travail.
K01,Activités axées sur l’information,Sous-Categorie,Activités du travail,Les activités de gestion et de traitement d'information et de données qui sont nécessaires pour satisfaire aux exigences de l’emploi.
K01a,Recherche et réception d'informations relatives à l'emploi,Groupe de similitudes,Activités du travail,
K01a01,Obtention d’information,Descripteur,Activités du travail,"Observer, recevoir ou obtenir de l’information de toutes sources pertinentes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01a02,"Surveillance de processus, de matériels ou d’environnements",Descripteur,Activités du travail,"Faire le suivi et examiner l’information issue de documents, d’événements ou de l’environnement afin de cerner ou d’évaluer les problèmes et progrès. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01a03,Utilisation de documents,Descripteur,Activités du travail,"Lire, comprendre, retenir et utiliser les informations pertinentes tirées de textes, nombres, symboles, graphiques et images en format électronique ou papier."
K01a04,Synthèse d'information,Descripteur,Activités du travail,Rassembler en un tout cohérant des informations provenant de sources multiples pour en faire un résumé.
K01a05,Comparaison,Descripteur,Activités du travail,"Déterminer les caractéristiques fonctionnelles ou structurelles de données, de personnes ou de choses en trouvant les similitudes et les différences à partir d’un modèle ou de normes établies."
K01a06,Analyser des données ou de l’information,Descripteur,Activités du travail,"Déterminer les principes sous-jacents, les motifs à l’appui ou les faits en séparant l’information ou les données en parties distinctes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01a07,Développer des instructions techniques,Descripteur,Activités du travail,"Fournir des documents, des instructions détaillées, des dessins ou des spécifications afin d’informer les autres sur la façon dont les appareils, les pièces, l’équipement ou les structures doivent être fabriqués, construits, assemblés, modifiés, entretenus ou utilisés. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01a08,Tâches administratives,Descripteur,Activités du travail,"Saisir, transcrire, consigner, enregistrer ou tenir à jour tout genre d’information sous forme écrite ou électronique. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01b,Identifier et évaluer l'information pertinente pour l'emploi,Groupe de similitudes,Activités du travail,
K01b01,"Identification d’objets, d'actions et d'événements",Descripteur,Activités du travail,"Identifier les informations en les classant par catégorie, en reconnaissant les différences et les similitudes, en mesurant, en enquêtant et en repérant les changements en lien avec les circonstances ou les événements. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01b02,Estimation des caractéristiques quantifiables,Descripteur,Activités du travail,"Estimer les coûts, ressources ou matériaux requis pour exécuter une activité professionnelle. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01b03,"Inspection d’équipements, de structures ou de matériaux",Descripteur,Activités du travail,"Inspecter l’équipement, les structures ou le matériel pour identifier la cause des erreurs, problèmes ou défauts. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K01b04,Traiter de l’information,Descripteur,Activités du travail,"Compiler, catégoriser, présenter sous forme de tableau ou vérifier de l’information ou des données. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02,Activités axées sur la dimension physique,Sous-Categorie,Activités du travail,"Les activités physiques qui sont effectuées, les équipements et véhicules qui sont manœuvrés ou toutes autres activités techniques accomplies pour satisfaire aux exigences de l’emploi."
K02a,Exécution d'activités de travail physique et manuel,Groupe de similitudes,Activités du travail,
K02a01,Manipuler et déplacer des objets,Descripteur,Activités du travail,"Utiliser les mains et les bras pour installer, fabriquer et réparer des objets, ou déplacer ou manipuler des objets et matériaux (excluant les professions de la construction). Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02a02,"Manœuvrer des véhicules, appareils ou équipements mécaniques",Descripteur,Activités du travail,"Manœuvrer, naviguer ou conduire des véhicules ou des machines, comme un chariot élévateur à fourche, un véhicule de passagers, un aéronef ou un navire. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02a03,Construire,Descripteur,Activités du travail,"Assembler des matériaux de construction pour former une structure, appliquer des finitions intérieures et extérieures ou installer des systèmes de construction en fonction de spécifications ou de plans."
K02a04,Contrôler des machines et des processus,Descripteur,Activités du travail,Utiliser des mécanismes ou l’activité physique pour contrôler le fonctionnement de machines ou processus (excluant les ordinateurs et les véhicules). Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K02a05,Manipuler - Opérer,Descripteur,Activités du travail,"Se servir d’outils manuels ou motorisés ou d’appareils spéciaux pour déplacer, enlever, installer, guider ou placer des objets ou des matériaux."
K02a06,Triage,Descripteur,Activités du travail,"Manipuler, retrouver, trier, séparer ou présenter des matériaux ou informations selon des modèles ou des procédures établis."
K02a07,Restauration,Descripteur,Activités du travail,Préparer ou cuisiner des aliments et des boissons en combinant des ingrédients.
K02a08,Effectuer des services de conciergerie,Descripteur,Activités du travail,"Nettoyer et entretenir des lieux commerciaux, publics ou privés."
K02a09,Performer des activités physiques,Descripteur,Activités du travail,"Effectuer des activités physiques qui exigent une utilisation des bras et des jambes et le déplacement de tout le corps, comme grimper, soulever, se tenir en équilibre, marcher, se baisser et manipuler des matériaux. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02b,Exécution d'activités complexes et techniques,Groupe de similitudes,Activités du travail,
K02b01,Dépanner et reprogrammer,Descripteur,Activités du travail,"Modifier des systèmes en procédant à des mises à jour, en modifiant les procédures, ou en corrigeant des défaillances."
K02b02,Conception artistique,Descripteur,Activités du travail,"Créer et concevoir des dessins artistiques et des représentations visuelles, et arranger des affichages, des expositions ou des décorations."
K02b03,Entretien électronique,Descripteur,Activités du travail,"Entretenir, réparer, calibrer, régler, mettre au point ou tester des machines, des appareils et de l’équipement qui fonctionnent sur des principes électriques ou électroniques. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02b04,Utiliser des ordinateurs,Descripteur,Activités du travail,"Utiliser des ordinateurs et systèmes informatiques (y compris du matériel et des logiciels) ainsi que les équipements dotés d'une interface numérique pour programmer, écrire des logiciels, configurer des fonctions, saisir des données, traiter de l’information ou contrôler des machines. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02b05,Entretien mécanique,Descripteur,Activités du travail,"Entretenir, réparer, ajuster ou tester des machines, des appareils, des pièces mobiles et de l’équipement qui fonctionnent selon des principes mécaniques. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K02b06,Rédiger ou composer,Descripteur,Activités du travail,"Écrire ou composer des documents originaux en utilisant des symboles, tels que les lettres de l'alphabet ou la notation musicale pour communiquer des pensées et des idées sous une forme lisible ou audible."
K03,Activités axées sur les processus mentaux,Sous-Categorie,Activités du travail,"Les activités de traitement, de planification, de résolution de problèmes et de prise de décisions qui sont nécessaires à la réalisation globale d’un travail."
K03a,Traitement de l'information et des données,Groupe de similitudes,Activités du travail,
K03a01,Juger de la qualité,Descripteur,Activités du travail,"Évaluer la valeur, l’importance ou la qualité des matériaux, produits, services ou personnes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K03a02,Évaluer l’information pour vérifier la conformité,Descripteur,Activités du travail,"Utiliser les informations pertinentes ainsi que son jugement pour déterminer si les événements ou les processus sont conformes aux lois, aux règlements ou aux normes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K03a03,Calculer,Descripteur,Activités du travail,"Effectuer des opérations mathématiques, les interpréter et les rapporter dans le cadre de ses tâches."
K03b,Raisonnement et prise de décision,Groupe de similitudes,Activités du travail,
K03b01,Prendre des décisions,Descripteur,Activités du travail,Sélectionner la meilleure solution basée sur l'information analysée et l'évaluation des résultats potentiels. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K03b02,Pensée créative,Descripteur,Activités du travail,"Générer des idées innovantes ou créatives pour développer ou concevoir de nouvelles applications, de nouveaux produits, y compris des contributions artistiques. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K03b03,Élaborer des objectifs et des stratégies,Descripteur,Activités du travail,"Définir et établir des objectifs à moyen ou long terme, et déterminer des stratégies et des actions pour les atteindre. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K03b04,Appliquer de nouvelles connaissances,Descripteur,Activités du travail,Se tenir au courant des connaissances théoriques et techniques pertinentes et les appliquer au travail. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K03b05,Examiner et diagnostiquer,Descripteur,Activités du travail,"Évaluer les dimensions humaines ou animales,  techniques ou scientifiques d’un problème au moyen d’examen ou diagnostic afin de déterminer ses causes fondamentales et l’intervention appropriée (excluant toutes les formes d'entrevues)."
K03b06,Gérer des ressources,Descripteur,Activités du travail,"Déterminer, acquérir, surveiller et contrôler des ressources en tout genre et superviser les dépenses monétaires qui y sont attachées. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K03b07,Planifier et organiser,Descripteur,Activités du travail,Élaborer des objectifs précis et des plans pour établir l’ordre de priorité et organiser les tâches afin que le travail s’effectue. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K03b08,Établissement du calendrier du travail et des activités,Descripteur,Activités du travail,"Planifier des événements, des programmes et des activités, ainsi que le travail d’autres personnes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04,Activités orientées vers les personnes,Sous-Categorie,Activités du travail,Les activités dont l’interaction sociale avec les autres est nécessaire pour satisfaire aux exigences de l’emploi.
K04a,Communiquer et interagir,Groupe de similitudes,Activités du travail,
K04a01,Communiquer avec les collègues de travail,Descripteur,Activités du travail,"Partager ou fournir des informations ou des conseils à la direction, aux superviseurs, aux collègues et aux subalternes sur des sujets liés au travail. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04a02,Coordonner le travail et les activités d’autres personnes,Descripteur,Activités du travail,Réunir les membres d’un groupe pour qu’ils travaillent ensemble en vue d’accomplir des tâches. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K04a03,Animer des discussions de groupe,Descripteur,Activités du travail,"Encourager les échanges en facilitant la participation à des entrevues et des discussions de groupe afin d'améliorer le dialogue, la prise de décision ou la résolution de problèmes."
K04a04,Interpréter l’information pour d’autres personnes,Descripteur,Activités du travail,Traduire ou expliquer la signification de l’information ainsi que la façon dont elle peut être utilisée. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K04a05,Protéger et faire respecter les lois,Descripteur,Activités du travail,"Répondre aux besoins en matière de sûreté et de sécurité publique, de cybersécurité, et promouvoir et assurer le respect des règles, normes ou lois visant à protéger la population générale contre tout type de danger important (excluant les traitements médicaux)."
K04a06,Communiquer avec des gens de l’extérieur de l’organisation,Descripteur,Activités du travail,"Partager ou échanger de l’information avec des personnes externes à l’organisation et représenter celle-ci auprès des clients, du public, des gouvernements ou d’autres sources externes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04a07,Établir et maintenir des relations interpersonnelles,Descripteur,Activités du travail,"Établir des relations de travail respectueuses, constructives et axées sur la collaboration avec les autres et les maintenir au fil du temps. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04a08,Vendre ou influencer d’autres personnes,Descripteur,Activités du travail,"Convaincre les autres d'acheter des biens ou des services, de changer d'avis ou d'agir autrement. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04a09,Exécuter des tâches pour le public ou travailler directement avec lui,Descripteur,Activités du travail,Travailler ou interagir directement avec le public ou se produire devant un public. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K04a11,Questionner des personnes,Descripteur,Activités du travail,Mener des entretiens formels individuellement ou en groupe pour recueillir des informations ou opinions (excluant les entretiens à des fin de dotation ou de recrutement).
K04a12,Offrir du soutien et soins à d’autres personnes,Descripteur,Activités du travail,"Fournir une aide personnalisée, des soins médicaux, un soutien émotionnel ou d’autres soins aux collègues, clients ou patients. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04b,"Coordination, développement, gestion et conseil",Groupe de similitudes,Activités du travail,
K04b01,Encadrer et former des personnes,Descripteur,Activités du travail,"Déterminer les besoins d’autres personnes en matière de perfectionnement, leur servir de mentor, les encadrer ou les aider à améliorer leurs connaissances ou compétences. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04b02,Fournir des conseils et avis,Descripteur,Activités du travail,Fournir des directives et des conseils d’experts à la direction ou à d’autres groupes sur des sujets techniques ou liés aux systèmes ou aux processus. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K04b03,Résoudre des conflits et négocier avec d’autres personnes,Descripteur,Activités du travail,"Traiter les plaintes, régler les différends, résoudre les griefs et les conflits, ou négocier avec d’autres personnes. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04b04,Superviser des subalternes,Descripteur,Activités du travail,"Fournir des conseils et des directives aux subalternes, incluant l'établissement de normes de rendement pour l'évaluation de performance. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04b05,Développer une équipe,Descripteur,Activités du travail,Encourager et renforcer la confiance et le respect mutuel ainsi que la coopération entre les membres de l’équipe. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5.
K04b06,Former et enseigner,Descripteur,Activités du travail,"Déterminer les besoins d’autres personnes en matière d’éducation, élaborer des programmes d’études ou de formation ou développer le contenu des cours et les enseigner. Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
K04c,Exercer des activités administratives,Groupe de similitudes,Activités du travail,
K04c01,Mener des activités de dotation,Descripteur,Activités du travail,"Recruter, mener des entrevues, sélectionner, embaucher et promouvoir des employés dans une organisation (excluant les entrevues qui ne sont pas  reliées au recrutement). Ce descripteur est mesuré par niveau de compléxité sur une échelle de 1 à 5."
